split	value
Sp016	100
Sp013	100
Sp018	100
Sp019	100
Sp015	100
Sp010	100
Sp017	100
Sp011	100
Sp009	100
Sp012	100
Sp014	100
Sp008	100
Sp002	100
Sp007	100
Sp006	100
Sp005	100
Sp004	100
Sp003	100
Sp001	100
Sp000	100
Sp013Sp016	1.0
Sp010Sp015	0.825
Sp009Sp011	0.94
Sp009Sp011Sp017	0.175
Sp009Sp010Sp011Sp015Sp017	0.225
Sp008Sp014	0.21
Sp005Sp006	0.25
Sp004Sp005Sp006	0.175
Sp003Sp004Sp005Sp006	0.03
Sp001Sp003Sp004Sp005Sp006	0.085
Sp001Sp003Sp004Sp005Sp006Sp007	0.075
Sp001Sp002Sp003Sp004Sp005Sp006Sp007	0.135
Sp001Sp002Sp003Sp004Sp005Sp006Sp007Sp008Sp014	0.74
Sp000Sp009Sp010Sp011Sp013Sp015Sp016Sp017Sp018Sp019	0.045
Sp000Sp013Sp016Sp018Sp019	1.0
Sp013Sp016Sp018Sp019	0.935
Sp013Sp016Sp018	0.88
Sp012Sp017	0.34
Sp010Sp012Sp015Sp017	0.43
Sp006Sp007	0.25
Sp004Sp006Sp007	0.08
Sp003Sp004Sp006Sp007	0.02
Sp001Sp003Sp004Sp006Sp007	0.035
Sp000Sp010Sp012Sp013Sp015Sp016Sp017Sp018Sp019	0.255
Sp009Sp011Sp012Sp017	0.14
Sp009Sp010Sp011Sp012Sp015Sp017	0.375
Sp004Sp005Sp006Sp007	0.095
Sp004Sp005Sp006Sp007Sp008	0.215
Sp001Sp003	0.195
Sp001Sp002Sp003	0.215
Sp001Sp002Sp003Sp014	0.13
Sp006Sp007Sp008	0.235
Sp005Sp006Sp007Sp008	0.175
Sp003Sp005Sp006Sp007Sp008	0.145
Sp001Sp004	0.25
Sp001Sp002Sp004	0.31
Sp001Sp002Sp003Sp004Sp005Sp006Sp007Sp008	0.28
Sp010Sp015Sp017	0.375
Sp003Sp006Sp007Sp008	0.085
Sp001Sp002	0.155
Sp007Sp008	0.615
Sp003Sp006	0.115
Sp003Sp005Sp006	0.13
Sp001Sp003Sp004Sp005Sp006Sp007Sp008	0.085
Sp001Sp003Sp004Sp005Sp006Sp007Sp008Sp014	0.095
Sp000Sp013Sp016Sp019	0.02
Sp000Sp019	0.065
Sp010Sp012Sp015	0.02
Sp007Sp008Sp014	0.02
Sp002Sp004	0.115
Sp001Sp002Sp003Sp004Sp006	0.045
Sp001Sp002Sp003Sp004Sp006Sp017	0.005
Sp001Sp002Sp003Sp004Sp005Sp006Sp017	0.01
Sp000Sp009Sp010Sp011Sp012Sp013Sp015Sp016Sp018Sp019	0.04
Sp000Sp010Sp012Sp013Sp015Sp016Sp018Sp019	0.06
Sp006Sp014	0.01
Sp003Sp006Sp014	0.01
Sp003Sp005Sp006Sp014	0.035
Sp001Sp003Sp004Sp005Sp006Sp014	0.035
Sp005Sp006Sp007	0.1
Sp003Sp005Sp006Sp007	0.07
Sp001Sp002Sp004Sp011	0.005
Sp001Sp002Sp003Sp004Sp005Sp006Sp007Sp011	0.01
Sp000Sp009Sp010Sp012Sp013Sp015Sp016Sp017Sp018Sp019	0.01
Sp004Sp006	0.175
Sp002Sp003	0.085
Sp001Sp002Sp003Sp014Sp017	0.01
Sp000Sp009Sp011Sp013Sp016Sp018Sp019	0.055
Sp011Sp017	0.05
Sp010Sp011Sp015Sp017	0.015
Sp003Sp014	0.13
Sp003Sp005Sp006Sp007Sp008Sp014	0.125
Sp003Sp004Sp006	0.075
Sp002Sp003Sp004Sp006	0.03
Sp001Sp002Sp003Sp004Sp005Sp006	0.105
Sp003Sp006Sp007	0.075
Sp001Sp002Sp003Sp004Sp005Sp006Sp007Sp008Sp012	0.005
Sp000Sp013Sp014Sp016Sp018Sp019	0.005
Sp004Sp006Sp007Sp008	0.115
Sp001Sp003Sp014	0.025
Sp000Sp010Sp013Sp015Sp016Sp018Sp019	0.14
Sp015Sp017	0.02
Sp001Sp002Sp003Sp004Sp006Sp007	0.05
Sp001Sp002Sp003Sp004Sp006Sp007Sp008Sp014	0.065
Sp000Sp012Sp013Sp016Sp018Sp019	0.095
Sp013Sp016Sp019	0.1
Sp003Sp004Sp006Sp007Sp008	0.02
Sp001Sp017	0.015
Sp001Sp002Sp017	0.02
Sp001Sp002Sp003Sp004Sp006Sp007Sp008Sp017	0.01
Sp001Sp002Sp003Sp004Sp006Sp007Sp008Sp014Sp017	0.005
Sp001Sp002Sp004Sp009Sp011Sp017	0.005
Sp001Sp002Sp004Sp009Sp011Sp012Sp017	0.01
Sp001Sp003Sp004Sp006	0.055
Sp001Sp003Sp004Sp005Sp006Sp007Sp008Sp009Sp011	0.01
Sp000Sp002Sp010Sp012Sp013Sp015Sp016Sp017Sp018Sp019	0.01
Sp010Sp017	0.15
Sp001Sp002Sp003Sp004Sp005Sp006Sp014	0.05
Sp001Sp002Sp003Sp004Sp005Sp006Sp009Sp011	0.02
Sp001Sp002Sp003Sp004Sp005Sp006Sp009Sp011Sp014	0.02
Sp003Sp006Sp007Sp008Sp014	0.045
Sp001Sp002Sp004Sp009Sp010Sp011Sp015Sp017	0.01
Sp001Sp002Sp004Sp009Sp010Sp011Sp012Sp015Sp017	0.005
Sp000Sp008Sp010Sp012Sp013Sp014Sp015Sp016Sp018Sp019	0.015
Sp000Sp008Sp012Sp013Sp014Sp016Sp018Sp019	0.015
Sp000Sp008Sp013Sp014Sp016Sp018Sp019	0.025
Sp001Sp003Sp004Sp005Sp006Sp007Sp017	0.01
Sp001Sp003Sp004Sp005Sp006Sp007Sp012Sp017	0.005
Sp001Sp002Sp003Sp004Sp005Sp006Sp007Sp012Sp017	0.01
Sp000Sp008Sp010Sp013Sp014Sp015Sp016Sp018Sp019	0.015
Sp000Sp010Sp012Sp013Sp014Sp015Sp016Sp017Sp018Sp019	0.03
Sp002Sp003Sp014	0.01
Sp002Sp003Sp004Sp005Sp006	0.005
Sp002Sp009Sp010Sp011Sp015Sp017	0.005
Sp002Sp009Sp010Sp011Sp012Sp015Sp017	0.005
Sp001Sp003Sp004Sp006Sp014	0.01
Sp000Sp010Sp013Sp014Sp015Sp016Sp018Sp019	0.02
Sp001Sp011	0.005
Sp001Sp003Sp011	0.005
Sp001Sp002Sp003Sp011	0.005
Sp009Sp010Sp011Sp015	0.005
Sp001Sp003Sp012	0.005
Sp001Sp003Sp004Sp006Sp007Sp012	0.005
Sp001Sp003Sp004Sp006Sp007Sp012Sp017	0.005
Sp001Sp002Sp003Sp004Sp006Sp007Sp012Sp017	0.005
Sp000Sp009Sp010Sp011Sp013Sp015Sp016Sp018Sp019	0.015
Sp001Sp002Sp003Sp004Sp006Sp007Sp008	0.04
Sp003Sp004Sp005Sp006Sp007Sp008Sp014	0.015
Sp000Sp009Sp011Sp012Sp013Sp014Sp016Sp018Sp019	0.005
Sp000Sp009Sp011Sp012Sp013Sp016Sp018Sp019	0.01
Sp001Sp002Sp003Sp017	0.015
Sp002Sp003Sp004Sp006Sp007	0.015
Sp001Sp009Sp011	0.015
Sp001Sp004Sp009Sp011	0.01
Sp001Sp002Sp009Sp011	0.01
Sp001Sp002Sp004Sp009Sp011	0.025
Sp001Sp003Sp004Sp005Sp006Sp009Sp011Sp014Sp017	0.005
Sp000Sp002Sp010Sp012Sp013Sp015Sp016Sp018Sp019	0.005
Sp001Sp002Sp003Sp004Sp014	0.01
Sp009Sp010Sp011Sp017	0.01
Sp002Sp003Sp004Sp006Sp007Sp008	0.005
Sp005Sp006Sp014	0.005
Sp001Sp003Sp004Sp006Sp007Sp008	0.02
