split	value
Sp012	100
Sp011	100
Sp014	100
Sp013	100
Sp010	100
Sp007	100
Sp006	100
Sp005	100
Sp004	100
Sp000	100
Sp001	100
Sp003	100
Sp002	100
Sp008	100
Sp009	100
Sp011Sp012	0.93
Sp013Sp014	0.94
Sp010Sp013Sp014	0.845
Sp010Sp011Sp012Sp013Sp014	0.325
Sp006Sp007	0.99
Sp006Sp007Sp010Sp011Sp012Sp013Sp014	0.85
Sp004Sp005	0.405
Sp000Sp001Sp002Sp003Sp008Sp009	0.59
Sp000Sp001	0.985
Sp002Sp003Sp008Sp009	0.245
Sp002Sp003	0.255
Sp008Sp009	0.615
Sp000Sp001Sp002	0.49
Sp000Sp001Sp002Sp003	0.395
Sp000Sp001Sp002Sp003Sp004	0.13
Sp000Sp001Sp002Sp003Sp004Sp008	0.01
Sp000Sp001Sp002Sp003Sp004Sp008Sp009	0.035
Sp005Sp006Sp007Sp010Sp012Sp013Sp014	0.005
Sp006Sp007Sp010	0.065
Sp006Sp007Sp010Sp013Sp014	0.67
Sp005Sp006Sp007Sp010Sp013Sp014	0.005
Sp002Sp003Sp004Sp005Sp008Sp009	0.195
Sp003Sp004Sp005Sp008Sp009	0.135
Sp004Sp005Sp008Sp009	0.205
Sp005Sp008Sp009	0.215
Sp000Sp001Sp002Sp003Sp005Sp008Sp009	0.15
Sp003Sp008Sp009	0.165
Sp000Sp001Sp002Sp003Sp008	0.165
Sp010Sp013	0.06
Sp000Sp001Sp002Sp003Sp004Sp005	0.115
Sp000Sp001Sp002Sp003Sp004Sp005Sp008	0.065
Sp010Sp011	0.02
Sp010Sp011Sp013Sp014	0.005
Sp000Sp001Sp002Sp003Sp006Sp007	0.01
Sp000Sp001Sp002Sp003Sp004Sp006Sp007	0.01
Sp006Sp007Sp013Sp014	0.06
Sp005Sp011Sp012	0.015
Sp000Sp001Sp002Sp006Sp007	0.005
Sp008Sp009Sp010Sp011Sp012Sp013Sp014	0.005
Sp009Sp010Sp011Sp012Sp013Sp014	0.005
Sp012Sp013Sp014	0.005
Sp011Sp012Sp013Sp014	0.01
Sp000Sp001Sp010Sp011Sp012Sp013Sp014	0.005
Sp003Sp004Sp005Sp006Sp007Sp008Sp009	0.005
Sp004Sp005Sp006Sp007Sp008Sp009	0.005
Sp005Sp006Sp007Sp008Sp009	0.005
Sp006Sp007Sp008Sp009	0.005
Sp006Sp007Sp009	0.005
Sp003Sp004Sp005Sp008Sp009Sp011Sp012	0.01
Sp004Sp005Sp008Sp009Sp011Sp012	0.035
Sp005Sp008Sp009Sp011Sp012	0.035
Sp008Sp009Sp011Sp012	0.035
Sp009Sp011Sp012	0.045
Sp002Sp003Sp008	0.04
Sp000Sp001Sp003	0.01
Sp000Sp001Sp003Sp004	0.005
Sp000Sp001Sp003Sp004Sp005	0.005
Sp000Sp001Sp003Sp004Sp005Sp008	0.005
Sp000Sp001Sp003Sp004Sp005Sp008Sp009	0.015
Sp004Sp006Sp007	0.005
Sp000Sp001Sp002Sp003Sp009	0.005
Sp000Sp001Sp003Sp008	0.005
Sp000Sp001Sp003Sp008Sp009	0.005
Sp004Sp005Sp006Sp007	0.005
Sp004Sp006Sp007Sp010Sp013Sp014	0.005
Sp004Sp005Sp006Sp007Sp010Sp013Sp014	0.005
Sp000Sp001Sp002Sp003Sp008Sp009Sp012	0.005
Sp004Sp005Sp011Sp012	0.045
Sp000Sp001Sp002Sp004	0.01
Sp000Sp001Sp002Sp004Sp005	0.01
Sp000Sp001Sp002Sp004Sp005Sp008	0.01
Sp000Sp001Sp002Sp004Sp005Sp008Sp009	0.01
Sp003Sp006Sp007Sp010Sp012Sp013Sp014	0.005
Sp003Sp006Sp007Sp010Sp013Sp014	0.005
Sp006Sp007Sp008Sp010Sp013Sp014	0.01
Sp000Sp001Sp002Sp003Sp004Sp005Sp009	0.015
Sp000Sp001Sp006Sp007Sp010Sp013Sp014	0.025
Sp006Sp013Sp014	0.01
Sp010Sp011Sp012	0.015
Sp000Sp001Sp006Sp007	0.005
Sp004Sp005Sp011	0.03
Sp001Sp002Sp003Sp008Sp009	0.005
Sp001Sp002Sp003Sp004Sp005Sp008Sp009	0.005
Sp006Sp007Sp010Sp012Sp013Sp014	0.005
Sp000Sp006Sp007Sp013Sp014	0.005
Sp000Sp001Sp006Sp007Sp013Sp014	0.005
Sp000Sp001Sp002Sp006Sp007Sp013Sp014	0.005
Sp004Sp005Sp008Sp009Sp010Sp011Sp012	0.005
Sp005Sp008Sp009Sp010Sp011Sp012	0.005
Sp008Sp009Sp010Sp011Sp012	0.005
Sp009Sp010Sp011Sp012	0.005
Sp000Sp001Sp004Sp005Sp008Sp009	0.01
Sp000Sp001Sp004	0.005
Sp000Sp001Sp004Sp005	0.005
Sp000Sp001Sp004Sp005Sp008	0.005
Sp000Sp001Sp002Sp008	0.005
Sp000Sp001Sp002Sp008Sp009	0.005
