split	value
Sp004	100
Sp006	100
Sp005	100
Sp000	100
Sp001	100
Sp019	100
Sp014	100
Sp009	100
Sp016	100
Sp015	100
Sp018	100
Sp017	100
Sp013	100
Sp012	100
Sp008	100
Sp007	100
Sp003	100
Sp002	100
Sp011	100
Sp010	100
Sp000Sp001	0.935
Sp000Sp001Sp005	0.87
Sp000Sp001Sp005Sp006	0.01
Sp000Sp001Sp004Sp005Sp006	0.015
Sp009Sp014	1.0
Sp009Sp014Sp019	0.825
Sp015Sp016	1.0
Sp017Sp018	1.0
Sp008Sp012	1.0
Sp008Sp012Sp013	0.36
Sp008Sp012Sp013Sp017Sp018	0.535
Sp008Sp012Sp013Sp015Sp016Sp017Sp018	0.845
Sp000Sp001Sp002Sp003Sp004Sp005Sp006Sp007Sp010Sp011	0.745
Sp000Sp001Sp002Sp003Sp004Sp005Sp006Sp010Sp011	1.0
Sp002Sp003	1.0
Sp000Sp001Sp004Sp005Sp006Sp010Sp011	0.005
Sp010Sp011	1.0
Sp013Sp017Sp018	0.16
Sp008Sp009Sp012Sp013Sp014Sp017Sp018Sp019	0.075
Sp000Sp001Sp002Sp003Sp004Sp005Sp010Sp011	0.965
Sp000Sp001Sp002Sp003Sp004Sp005	0.88
Sp000Sp001Sp004Sp005	0.965
Sp015Sp016Sp017Sp018	0.095
Sp013Sp015Sp016	0.295
Sp008Sp012Sp017Sp018	0.335
Sp000Sp001Sp002Sp003Sp004Sp005Sp006	0.02
Sp007Sp009Sp014Sp019	0.12
Sp002Sp003Sp004Sp010Sp011	0.005
Sp002Sp003Sp004	0.025
Sp004Sp005	0.125
Sp009Sp014Sp017Sp018	0.03
Sp008Sp009Sp012Sp014Sp017Sp018	0.025
Sp008Sp009Sp012Sp013Sp014Sp015Sp016Sp017Sp018	0.13
Sp013Sp015Sp016Sp017Sp018	0.1
Sp000Sp001Sp004Sp005Sp010Sp011	0.095
Sp008Sp009Sp012Sp014Sp017Sp018Sp019	0.025
Sp007Sp008Sp009Sp012Sp014Sp017Sp018Sp019	0.015
Sp000Sp001Sp002Sp003Sp004Sp005Sp006Sp010Sp011Sp019	0.055
Sp008Sp012Sp013Sp015Sp016	0.07
Sp007Sp009Sp014	0.015
Sp008Sp009Sp012Sp013Sp014Sp017Sp018	0.045
Sp007Sp008Sp009Sp012Sp013Sp014Sp017Sp018Sp019	0.03
Sp001Sp005	0.05
Sp001Sp004Sp005	0.015
Sp007Sp019	0.015
Sp007Sp008Sp012Sp013Sp015Sp016Sp017Sp018	0.02
Sp008Sp012Sp015Sp016	0.01
Sp002Sp003Sp010Sp011	0.015
Sp007Sp008Sp012	0.005
Sp000Sp001Sp004	0.005
Sp009Sp014Sp017Sp018Sp019	0.015
Sp007Sp009Sp014Sp017Sp018Sp019	0.005
