split	value
Sp007	0.505
Sp016	100
Sp008	100
Sp018	100
Sp017	100
Sp019	100
Sp005	100
Sp004	100
Sp003	100
Sp006	100
Sp014	100
Sp011	100
Sp013	100
Sp015	100
Sp012	100
Sp010	100
Sp009	100
Sp002	100
Sp001	100
Sp000	100
Sp017Sp018	0.86
Sp004Sp005	1.0
Sp004Sp005Sp019	0.15
Sp004Sp005Sp017Sp018Sp019	0.79
Sp004Sp005Sp008Sp017Sp018Sp019	0.985
Sp003Sp004Sp005Sp008Sp017Sp018Sp019	0.96
Sp012Sp015	0.135
Sp012Sp013Sp015	0.15
Sp010Sp012Sp013Sp015	0.095
Sp010Sp011Sp012Sp013Sp015	0.285
Sp010Sp011Sp012Sp013Sp014Sp015	0.29
Sp009Sp010Sp011Sp012Sp013Sp014Sp015	0.96
Sp002Sp009Sp010Sp011Sp012Sp013Sp014Sp015	0.99
Sp000Sp001	1.0
Sp003Sp004Sp005Sp006Sp007Sp008Sp016Sp017Sp018Sp019	0.93
Sp003Sp004Sp005Sp007Sp008Sp016Sp017Sp018Sp019	0.995
Sp007Sp016	0.23
Sp004Sp005Sp017Sp018	0.465
Sp012Sp013	0.37
Sp011Sp012Sp013	0.215
Sp010Sp011Sp012Sp013	0.22
Sp010Sp011Sp012Sp013Sp014	0.13
Sp009Sp010Sp011Sp012Sp013Sp014	0.165
Sp003Sp004Sp005Sp007Sp008Sp017Sp018Sp019	0.585
Sp017Sp018Sp019	0.265
Sp011Sp012Sp013Sp015	0.16
Sp011Sp012Sp013Sp014Sp015	0.055
Sp009Sp010Sp011Sp012Sp013Sp015	0.425
Sp004Sp005Sp017	0.015
Sp010Sp012	0.115
Sp010Sp012Sp013	0.175
Sp011Sp012	0.21
Sp010Sp011Sp012	0.095
Sp009Sp010Sp011Sp012	0.025
Sp009Sp010Sp011Sp012Sp015	0.06
Sp003Sp007Sp016	0.02
Sp003Sp007	0.005
Sp003Sp004Sp005Sp008Sp016Sp017Sp018Sp019	0.18
Sp009Sp010Sp011Sp012Sp013	0.15
Sp004Sp005Sp008	0.135
Sp004Sp005Sp008Sp017Sp018	0.115
Sp009Sp011Sp012Sp013Sp015	0.075
Sp009Sp011Sp012Sp013Sp014Sp015	0.055
Sp002Sp009Sp010Sp011Sp012Sp013Sp015	0.015
Sp002Sp006Sp009Sp010Sp011Sp012Sp013Sp014Sp015	0.07
Sp018Sp019	0.03
Sp013Sp014	0.03
Sp012Sp013Sp014	0.055
Sp011Sp012Sp013Sp014	0.065
Sp010Sp012Sp015	0.075
Sp009Sp010Sp012Sp013Sp015	0.045
Sp012Sp014	0.06
Sp009Sp012Sp015	0.02
Sp009Sp012Sp013Sp015	0.025
Sp002Sp009Sp010Sp012Sp013Sp015	0.005
Sp002Sp009Sp010Sp012Sp013Sp014Sp015	0.005
Sp004Sp005Sp008Sp019	0.01
Sp004Sp005Sp018	0.075
Sp010Sp011Sp012Sp015	0.11
Sp009Sp012	0.015
Sp003Sp008	0.01
Sp009Sp012Sp013	0.02
Sp009Sp011Sp012Sp013	0.06
Sp011Sp012Sp014	0.04
Sp010Sp011Sp012Sp014	0.035
Sp009Sp010Sp011Sp012Sp014	0.015
Sp009Sp010Sp011Sp012Sp014Sp015	0.03
Sp009Sp010Sp012Sp013	0.03
Sp012Sp013Sp014Sp015	0.04
Sp003Sp004Sp005Sp017Sp018Sp019	0.005
Sp010Sp012Sp013Sp014	0.045
Sp009Sp010Sp012Sp013Sp014	0.025
Sp009Sp010Sp012Sp013Sp014Sp015	0.03
Sp011Sp012Sp015	0.08
Sp010Sp011Sp012Sp014Sp015	0.06
Sp013Sp015	0.055
Sp004Sp005Sp017Sp019	0.015
Sp014Sp015	0.01
Sp012Sp014Sp015	0.02
Sp011Sp012Sp014Sp015	0.015
Sp009Sp011Sp012Sp014Sp015	0.005
Sp017Sp019	0.02
Sp009Sp011Sp012	0.015
Sp004Sp005Sp018Sp019	0.03
Sp010Sp012Sp014	0.015
Sp010Sp012Sp014Sp015	0.03
Sp010Sp012Sp013Sp014Sp015	0.055
Sp009Sp011Sp012Sp013Sp014	0.03
Sp009Sp011Sp012Sp015	0.01
Sp009Sp012Sp013Sp014	0.015
Sp009Sp012Sp013Sp014Sp015	0.01
Sp004Sp005Sp008Sp018	0.015
Sp003Sp006Sp007Sp016	0.005
Sp006Sp007Sp016	0.005
Sp002Sp009Sp010Sp011Sp012Sp014Sp015	0.005
Sp008Sp017Sp018	0.005
Sp009Sp011Sp012Sp014	0.005
Sp002Sp015	0.01
Sp013Sp014Sp015	0.005
Sp004Sp005Sp008Sp018Sp019	0.005
Sp004Sp005Sp008Sp016Sp017Sp018Sp019	0.01
Sp009Sp010Sp012	0.02
Sp009Sp010Sp012Sp015	0.01
Sp002Sp010Sp011Sp012Sp013Sp014Sp015	0.005
Sp002Sp006	0.005
Sp003Sp016	0.005
Sp000Sp001Sp009Sp010Sp011Sp012Sp013Sp014Sp015	0.005
Sp009Sp010Sp012Sp014	0.005
