split	value
Sp014	100
Sp011	100
Sp010	100
Sp006	100
Sp007	100
Sp002	100
Sp000	100
Sp012	100
Sp005	100
Sp004	100
Sp008	100
Sp001	100
Sp003	100
Sp009	100
Sp013	100
Sp011Sp014	0.63
Sp010Sp011Sp014	0.815
Sp002Sp007	0.32
Sp000Sp002Sp007	0.1
Sp004Sp005	0.605
Sp001Sp008	0.51
Sp001Sp004Sp005Sp008	0.05
Sp001Sp004Sp005Sp008Sp012	0.04
Sp003Sp006Sp009Sp010Sp011Sp013Sp014	0.035
Sp003Sp009Sp010Sp011Sp013Sp014	0.02
Sp003Sp009Sp013	0.015
Sp009Sp013	0.05
Sp010Sp011Sp013Sp014	0.49
Sp001Sp008Sp012	0.215
Sp000Sp001Sp008Sp012	0.595
Sp000Sp001Sp004Sp005Sp008Sp012	0.405
Sp002Sp003Sp006Sp007Sp009	0.555
Sp002Sp003Sp007Sp009	0.735
Sp003Sp009	0.21
Sp000Sp001Sp008Sp010Sp011Sp012Sp014	0.045
Sp002Sp003Sp004Sp005Sp006Sp007Sp009	0.165
Sp003Sp006Sp009	0.05
Sp002Sp003	0.58
Sp002Sp003Sp007	0.47
Sp000Sp001Sp008	0.49
Sp000Sp001	0.195
Sp010Sp011	0.265
Sp010Sp011Sp012Sp014	0.095
Sp002Sp006	0.005
Sp002Sp003Sp006	0.005
Sp002Sp003Sp006Sp007	0.01
Sp000Sp001Sp010Sp011Sp012Sp013Sp014	0.005
Sp000Sp001Sp013	0.015
Sp001Sp012	0.025
Sp000Sp008	0.115
Sp000Sp001Sp005Sp008Sp012	0.19
Sp002Sp003Sp009	0.115
Sp008Sp012	0.04
Sp004Sp005Sp006Sp010Sp011Sp013Sp014	0.015
Sp004Sp005Sp006	0.015
Sp003Sp006	0.01
Sp003Sp004Sp006Sp009	0.01
Sp000Sp002Sp003Sp004Sp006Sp007Sp009	0.01
Sp001Sp005Sp008Sp012	0.02
Sp001Sp005Sp008	0.015
Sp005Sp008	0.035
Sp002Sp003Sp004Sp006Sp007Sp009	0.255
Sp006Sp010Sp011Sp013Sp014	0.04
Sp006Sp010Sp011Sp013	0.015
Sp010Sp011Sp013	0.06
Sp011Sp013	0.035
Sp012Sp014	0.1
Sp006Sp010Sp011Sp012Sp014	0.02
Sp006Sp009Sp010Sp011Sp012Sp014	0.005
Sp000Sp002	0.01
Sp001Sp003Sp004Sp005Sp008Sp013	0.005
Sp003Sp004Sp005Sp008Sp013	0.005
Sp004Sp005Sp008Sp013	0.01
Sp004Sp005Sp008	0.02
Sp006Sp013	0.05
Sp002Sp003Sp006Sp007Sp009Sp013	0.06
Sp000Sp001Sp004Sp005Sp008Sp012Sp014	0.035
Sp000Sp001Sp004Sp005Sp008	0.06
Sp007Sp009	0.105
Sp002Sp007Sp009	0.01
Sp001Sp008Sp010Sp011Sp012Sp013Sp014	0.03
Sp008Sp013	0.04
Sp008Sp010Sp011Sp012Sp013Sp014	0.005
Sp001Sp008Sp012Sp013	0.005
Sp008Sp012Sp013	0.01
Sp002Sp003Sp004Sp007Sp009	0.03
Sp005Sp010Sp011Sp013Sp014	0.03
Sp005Sp013	0.035
Sp000Sp001Sp008Sp012Sp014	0.03
Sp005Sp010Sp011Sp014	0.005
Sp002Sp009	0.025
Sp002Sp003Sp004Sp006Sp007Sp009Sp012	0.015
Sp000Sp001Sp005Sp008Sp013	0.01
Sp005Sp008Sp013	0.005
Sp004Sp005Sp006Sp009Sp010Sp011Sp013	0.01
Sp004Sp005Sp006Sp009Sp013	0.01
Sp004Sp005Sp009Sp013	0.005
Sp000Sp001Sp006Sp008Sp012Sp014	0.005
Sp002Sp003Sp004Sp005Sp007Sp009Sp013	0.02
Sp004Sp005Sp013	0.03
Sp009Sp010Sp011Sp014	0.01
Sp002Sp003Sp009Sp010Sp011Sp014	0.005
Sp004Sp005Sp006Sp007Sp012Sp013	0.005
Sp005Sp006Sp007Sp012Sp013	0.005
Sp006Sp007Sp012Sp013	0.005
Sp006Sp012	0.05
Sp006Sp012Sp013	0.005
Sp002Sp003Sp004Sp005Sp007Sp009	0.01
Sp000Sp001Sp008Sp010Sp011Sp013Sp014	0.03
Sp001Sp008Sp010Sp011Sp013Sp014	0.015
Sp002Sp003Sp007Sp009Sp010Sp011Sp013	0.005
Sp010Sp011Sp012Sp013Sp014	0.015
Sp002Sp003Sp007Sp008	0.005
Sp002Sp003Sp007Sp008Sp009	0.005
Sp002Sp003Sp007Sp008Sp009Sp012	0.005
Sp002Sp003Sp007Sp008Sp009Sp012Sp014	0.005
Sp000Sp005	0.005
Sp000Sp004Sp005	0.01
Sp001Sp006Sp010Sp011Sp013	0.005
Sp001Sp006Sp011Sp013	0.005
Sp001Sp006Sp013	0.01
Sp001Sp006	0.02
Sp000Sp001Sp006Sp008Sp012	0.02
Sp002Sp003Sp007Sp009Sp013	0.04
Sp004Sp009	0.01
Sp004Sp006Sp009	0.01
Sp000Sp001Sp008Sp013	0.01
Sp000Sp002Sp003Sp007Sp009	0.03
Sp001Sp006Sp010Sp011Sp014	0.005
Sp004Sp005Sp008Sp012Sp013	0.005
Sp012Sp013	0.005
Sp010Sp013	0.025
Sp006Sp011Sp014	0.005
Sp013Sp014	0.01
Sp000Sp001Sp004Sp008	0.005
Sp001Sp004Sp008	0.005
Sp004Sp008	0.005
Sp004Sp005Sp008Sp010Sp011Sp014	0.005
Sp000Sp001Sp006Sp012Sp013	0.005
Sp000Sp001Sp004Sp005Sp006Sp008Sp012	0.06
Sp000Sp001Sp005Sp008Sp012Sp014	0.005
Sp008Sp009	0.01
Sp008Sp009Sp013	0.01
Sp008Sp009Sp010Sp011Sp012Sp013Sp014	0.005
Sp001Sp003Sp004Sp005Sp006	0.005
Sp001Sp003Sp006	0.005
Sp000Sp001Sp002Sp007Sp008Sp012	0.02
Sp003Sp004Sp005Sp006Sp009	0.005
Sp000Sp001Sp005Sp008	0.04
Sp000Sp001Sp012	0.025
Sp000Sp001Sp008Sp012Sp013	0.005
Sp003Sp007Sp009	0.01
Sp006Sp007	0.005
Sp006Sp007Sp009	0.01
Sp000Sp001Sp005	0.02
Sp000Sp001Sp010Sp011Sp012Sp014	0.005
Sp004Sp005Sp006Sp007Sp008Sp009Sp013	0.005
Sp006Sp007Sp008Sp009Sp013	0.005
Sp007Sp008Sp009Sp013	0.005
Sp004Sp006	0.015
Sp001Sp005	0.01
Sp006Sp009Sp010Sp011Sp013Sp014	0.02
Sp009Sp010Sp011Sp013Sp014	0.015
Sp001Sp008Sp010Sp011Sp013	0.005
Sp008Sp010Sp011Sp013	0.005
Sp008Sp011Sp013	0.01
Sp001Sp005Sp012	0.005
Sp005Sp012	0.005
Sp000Sp002Sp003Sp006Sp007Sp009	0.015
Sp001Sp008Sp010Sp011Sp012Sp014	0.01
Sp010Sp014	0.035
Sp007Sp009Sp013	0.005
Sp004Sp005Sp010Sp011Sp014	0.01
Sp003Sp006Sp009Sp013	0.01
Sp006Sp009Sp013	0.015
Sp000Sp001Sp006Sp007Sp008Sp012	0.005
Sp002Sp003Sp004Sp005Sp009Sp013	0.005
Sp006Sp009	0.05
Sp003Sp007	0.005
Sp000Sp001Sp002Sp003Sp007Sp008Sp009	0.005
Sp004Sp005Sp006Sp013	0.02
Sp006Sp010Sp011Sp014	0.01
Sp005Sp006	0.005
Sp010Sp013Sp014	0.005
Sp001Sp008Sp013	0.02
Sp000Sp001Sp004Sp008Sp012	0.005
Sp002Sp003Sp004Sp006Sp007Sp009Sp013	0.01
Sp000Sp001Sp002Sp004Sp005Sp007Sp008	0.005
Sp003Sp013	0.01
Sp002Sp003Sp007Sp009Sp010Sp011Sp014	0.015
Sp002Sp003Sp007Sp009Sp010Sp014	0.005
Sp002Sp003Sp007Sp009Sp014	0.005
Sp008Sp010Sp011Sp013Sp014	0.01
Sp008Sp010Sp011Sp014	0.005
Sp003Sp006Sp007Sp009	0.005
Sp000Sp004Sp008	0.005
Sp000Sp004Sp005Sp008	0.005
Sp003Sp004Sp009	0.005
Sp006Sp009Sp010Sp011Sp014	0.005
Sp000Sp001Sp004	0.005
Sp000Sp001Sp002Sp003Sp007Sp008Sp012	0.005
Sp004Sp005Sp006Sp010Sp011Sp014	0.005
Sp000Sp007	0.015
Sp000Sp002Sp003Sp007	0.015
Sp000Sp002Sp003Sp007Sp008Sp013	0.005
Sp001Sp004Sp005Sp009	0.005
Sp004Sp005Sp009	0.005
Sp005Sp009	0.005
Sp000Sp001Sp010Sp011Sp013Sp014	0.005
Sp011Sp012Sp014	0.005
Sp002Sp003Sp009Sp013	0.01
Sp000Sp001Sp004Sp005	0.01
Sp001Sp004Sp005	0.005
Sp007Sp008	0.005
Sp007Sp008Sp009	0.005
Sp004Sp005Sp007Sp008Sp009	0.005
Sp000Sp001Sp002Sp003Sp013	0.005
Sp001Sp002Sp003Sp013	0.005
Sp002Sp003Sp013	0.005
Sp001Sp004Sp005Sp008Sp013	0.005
Sp002Sp003Sp007Sp010Sp011Sp012Sp014	0.005
Sp001Sp004Sp005Sp006Sp008Sp009Sp013	0.005
Sp004Sp005Sp006Sp008Sp009Sp013	0.005
Sp005Sp006Sp008Sp009Sp013	0.005
Sp005Sp006Sp008Sp009	0.005
Sp005Sp008Sp009	0.005
Sp001Sp006Sp010Sp011Sp012Sp014	0.005
Sp000Sp001Sp002Sp007Sp008Sp012Sp014	0.005
Sp004Sp005Sp010Sp011Sp013	0.005
Sp000Sp002Sp003Sp004Sp005Sp007	0.005
Sp001Sp008Sp009Sp013	0.005
Sp001Sp009Sp013	0.005
Sp000Sp002Sp003Sp007Sp008Sp009Sp012	0.005
Sp001Sp014	0.005
Sp001Sp010Sp014	0.005
Sp001Sp004Sp005Sp006Sp008Sp012	0.005
Sp003Sp010Sp011Sp013Sp014	0.005
Sp005Sp008Sp012	0.005
Sp000Sp001Sp002Sp003Sp007Sp008	0.005
