split	value
Sp015	100
Sp011	100
Sp013	100
Sp016	100
Sp009	100
Sp008	100
Sp012	100
Sp007	100
Sp006	100
Sp003	100
Sp019	100
Sp018	100
Sp017	100
Sp000	100
Sp001	100
Sp005	100
Sp004	100
Sp002	100
Sp010	100
Sp014	100
Sp011Sp015	0.41
Sp008Sp009	0.77
Sp007Sp012	0.82
Sp007Sp008Sp009Sp012	0.485
Sp006Sp007Sp008Sp009Sp012	0.985
Sp006Sp007Sp008Sp009Sp012Sp016	0.98
Sp006Sp007Sp008Sp009Sp012Sp013Sp016	0.995
Sp018Sp019	0.985
Sp017Sp018Sp019	0.995
Sp000Sp001	1.0
Sp000Sp001Sp017Sp018Sp019	1.0
Sp000Sp001Sp003Sp017Sp018Sp019	0.81
Sp002Sp004Sp005Sp010Sp011Sp014Sp015	0.99
Sp004Sp005	0.16
Sp002Sp004Sp005	0.995
Sp010Sp011Sp014Sp015	0.195
Sp010Sp014	0.17
Sp013Sp016	0.02
Sp002Sp004	0.63
Sp002Sp004Sp005Sp014	0.7
Sp002Sp004Sp005Sp010Sp014	0.485
Sp002Sp004Sp005Sp010Sp014Sp015	0.28
Sp010Sp015	0.22
Sp010Sp014Sp015	0.055
Sp002Sp005	0.205
Sp002Sp003Sp004Sp005Sp010Sp011Sp014Sp015	0.17
Sp017Sp018	0.015
Sp006Sp007Sp008Sp009	0.045
Sp006Sp007	0.09
Sp002Sp004Sp005Sp011Sp014Sp015	0.025
Sp010Sp011	0.07
Sp010Sp011Sp015	0.235
Sp006Sp007Sp009Sp012	0.145
Sp006Sp009Sp012	0.015
Sp009Sp012	0.015
Sp006Sp007Sp012	0.305
Sp007Sp009Sp012	0.105
Sp007Sp009	0.02
Sp002Sp004Sp005Sp010Sp011Sp014	0.09
Sp006Sp007Sp008Sp009Sp012Sp013Sp015Sp016	0.005
Sp006Sp009	0.04
Sp006Sp008	0.01
Sp006Sp008Sp009	0.075
Sp003Sp006Sp007Sp008Sp009Sp012Sp013Sp016	0.02
Sp002Sp004Sp010Sp011Sp014Sp015	0.005
Sp002Sp004Sp010Sp014Sp015	0.005
Sp002Sp004Sp010Sp014	0.005
Sp004Sp010Sp014	0.005
Sp004Sp014	0.005
Sp002Sp004Sp005Sp014Sp015	0.015
Sp006Sp007Sp008Sp009Sp011Sp012Sp013Sp015Sp016	0.005
Sp007Sp008Sp009	0.035
Sp000Sp001Sp017	0.005
Sp006Sp012	0.01
Sp008Sp016	0.005
Sp011Sp014Sp015	0.02
Sp011Sp014	0.005
Sp002Sp003Sp004Sp005Sp010Sp011Sp013Sp014Sp015	0.005
Sp006Sp016	0.005
Sp008Sp009Sp012	0.005
Sp006Sp008Sp009Sp012	0.005
Sp006Sp007Sp009	0.005
Sp006Sp007Sp008Sp009Sp016	0.005
Sp014Sp015	0.005
Sp010Sp011Sp014	0.005
