split	value
Sp017	100
Sp015	100
Sp016	100
Sp014	100
Sp013	100
Sp011	100
Sp019	100
Sp018	100
Sp003	100
Sp002	100
Sp000	100
Sp001	100
Sp008	100
Sp009	100
Sp005	100
Sp007	100
Sp006	100
Sp004	100
Sp012	100
Sp010	100
Sp014Sp016	0.44
Sp014Sp015Sp016	0.855
Sp014Sp015Sp016Sp017	0.095
Sp011Sp013	0.935
Sp018Sp019	0.705
Sp000Sp002	0.275
Sp000Sp002Sp003	0.33
Sp000Sp001Sp002Sp003	0.995
Sp000Sp001Sp002Sp003Sp018Sp019	1.0
Sp005Sp009	0.97
Sp005Sp008Sp009	1.0
Sp004Sp006	1.0
Sp004Sp006Sp007	0.67
Sp004Sp005Sp006Sp007Sp008Sp009	0.975
Sp010Sp011Sp012Sp013Sp014Sp015Sp016Sp017	1.0
Sp010Sp012	0.885
Sp011Sp013Sp014Sp015Sp016Sp017	1.0
Sp000Sp003	0.295
Sp000Sp001Sp002Sp003Sp018	0.22
Sp010Sp011Sp013Sp014Sp015Sp016Sp017	0.055
Sp011Sp013Sp014Sp015Sp016	0.855
Sp014Sp015	0.08
Sp000Sp001Sp003	0.165
Sp001Sp003	0.355
Sp001Sp002Sp003	0.23
Sp004Sp005Sp006Sp008Sp009	0.155
Sp011Sp012Sp013Sp014Sp015Sp016Sp017	0.06
Sp015Sp016	0.48
Sp008Sp009	0.03
Sp013Sp014Sp015Sp016	0.005
Sp013Sp014	0.015
Sp001Sp002	0.09
Sp000Sp001Sp002Sp003Sp019	0.07
Sp005Sp007Sp008Sp009	0.175
Sp014Sp017	0.035
Sp002Sp003	0.225
Sp015Sp017	0.04
Sp011Sp013Sp014Sp017	0.01
Sp013Sp014Sp017	0.005
Sp011Sp013Sp015	0.035
Sp013Sp015	0.02
Sp000Sp001Sp002	0.01
Sp002Sp019	0.005
Sp002Sp018Sp019	0.005
Sp011Sp013Sp014	0.025
Sp000Sp001Sp002Sp003Sp004Sp006Sp018Sp019	0.02
Sp011Sp013Sp017	0.025
Sp013Sp017	0.01
Sp000Sp001	0.025
Sp011Sp017	0.005
Sp000Sp001Sp002Sp003Sp004Sp006Sp007Sp018Sp019	0.005
Sp011Sp013Sp014Sp015	0.005
Sp011Sp013Sp015Sp017	0.015
Sp013Sp015Sp017	0.01
