split	value
Sp010	0.505
Sp006	100
Sp003	100
Sp002	100
Sp005	100
Sp004	100
Sp001	100
Sp012	100
Sp013	100
Sp014	100
Sp011	100
Sp008	100
Sp009	100
Sp007	100
Sp000	100
Sp002Sp003	1.0
Sp004Sp005	1.0
Sp001Sp004Sp005	1.0
Sp011Sp014	0.82
Sp011Sp013Sp014	0.955
Sp007Sp009	0.805
Sp007Sp008Sp009	0.955
Sp007Sp008Sp009Sp011Sp013Sp014	1.0
Sp007Sp008Sp009Sp011Sp012Sp013Sp014	0.88
Sp001Sp002Sp003Sp004Sp005Sp006Sp010	0.885
Sp002Sp003Sp006Sp010	0.435
Sp006Sp010	0.26
Sp002Sp003Sp006	0.075
Sp001Sp002Sp003Sp004Sp005	100
Sp000Sp012	0.11
Sp001Sp002Sp003Sp004Sp005Sp010	0.44
Sp011Sp013	0.18
Sp009Sp014	0.045
Sp009Sp011Sp013Sp014	0.035
Sp007Sp008	0.13
Sp002Sp003Sp010	0.215
Sp008Sp009	0.065
Sp000Sp001Sp002Sp003Sp004Sp005Sp010	0.065
Sp000Sp001Sp004Sp005	0.105
Sp000Sp001Sp004Sp005Sp010	0.01
Sp006Sp007Sp008Sp009Sp011Sp013Sp014	0.01
Sp000Sp007Sp008Sp009Sp011Sp013Sp014	0.01
Sp007Sp008Sp009Sp014	0.01
