split	value
Sp005	100
Sp006	100
Sp004	0.505
Sp002	100
Sp016	100
Sp011	100
Sp010	100
Sp015	100
Sp007	100
Sp018	100
Sp013	100
Sp003	100
Sp001	100
Sp019	100
Sp008	100
Sp017	100
Sp014	100
Sp009	100
Sp012	100
Sp000	100
Sp004Sp006	0.35
Sp011Sp016	1.0
Sp007Sp015	0.86
Sp003Sp013	0.98
Sp003Sp013Sp018	0.175
Sp003Sp007Sp013Sp015Sp018	0.41
Sp003Sp007Sp010Sp013Sp015Sp018	0.03
Sp003Sp007Sp010Sp011Sp013Sp015Sp016Sp018	0.02
Sp001Sp003Sp007Sp010Sp011Sp013Sp015Sp016Sp018	0.01
Sp000Sp004Sp005Sp006Sp008Sp009Sp012Sp014Sp017Sp019	0.005
Sp008Sp019	0.535
Sp000Sp012	0.3
Sp000Sp009Sp012	0.515
Sp000Sp009Sp012Sp014	0.09
Sp000Sp009Sp012Sp014Sp017	0.515
Sp000Sp008Sp009Sp012Sp014Sp017Sp019	0.03
Sp004Sp005Sp006	0.015
Sp006Sp010	0.295
Sp004Sp011Sp016	0.07
Sp004Sp006Sp010Sp011Sp016	0.205
Sp004Sp005Sp006Sp010Sp011Sp016	0.37
Sp014Sp017	0.595
Sp007Sp015Sp018	0.755
Sp000Sp003Sp007Sp009Sp012Sp013Sp015Sp018	0.155
Sp001Sp002Sp004Sp005Sp006Sp008Sp010Sp011Sp016Sp019	0.04
Sp001Sp002Sp004Sp005Sp006Sp010Sp011Sp016	0.775
Sp001Sp002	0.27
Sp010Sp011Sp016	0.385
Sp006Sp010Sp011Sp016	0.36
Sp001Sp006Sp010Sp011Sp016	0.065
Sp001Sp005Sp006Sp010Sp011Sp016	0.145
Sp003Sp007Sp008Sp013Sp015Sp018Sp019	0.47
Sp009Sp012	0.385
Sp002Sp004	0.1
Sp017Sp019	0.01
Sp003Sp007Sp009Sp012Sp013Sp015Sp018	0.07
Sp003Sp007Sp008Sp009Sp012Sp013Sp015Sp018	0.015
Sp000Sp001Sp002Sp004Sp005Sp006Sp010Sp011Sp014Sp016	0.01
Sp000Sp001Sp002Sp004Sp005Sp006Sp010Sp011Sp016	0.035
Sp001Sp004Sp005Sp006Sp010Sp011Sp016	0.255
Sp005Sp010Sp011Sp016	0.22
Sp002Sp005Sp010Sp011Sp016	0.02
Sp001Sp002Sp005Sp010Sp011Sp016	0.035
Sp015Sp018	0.115
Sp003Sp008Sp013	0.035
Sp003Sp007Sp008Sp013Sp015Sp018	0.23
Sp009Sp012Sp014	0.015
Sp005Sp011Sp016	0.33
Sp005Sp006Sp010Sp011Sp016	0.28
Sp003Sp009Sp013	0.195
Sp003Sp007Sp009Sp013Sp015Sp018	0.12
Sp003Sp007Sp008Sp009Sp013Sp015Sp018Sp019	0.105
Sp000Sp012Sp014Sp017	0.19
Sp001Sp002Sp005	0.08
Sp002Sp005	0.05
Sp001Sp005Sp010Sp011Sp016	0.075
Sp003Sp009Sp013Sp018	0.05
Sp000Sp003Sp009Sp012Sp013Sp018	0.035
Sp008Sp014Sp017Sp019	0.1
Sp003Sp009Sp012Sp013	0.025
Sp000Sp003Sp007Sp009Sp010Sp012Sp013Sp015Sp018	0.005
Sp001Sp002Sp004Sp006Sp008Sp014Sp017Sp019	0.005
Sp001Sp002Sp008Sp014Sp017Sp019	0.005
Sp004Sp005Sp006Sp011Sp016	0.045
Sp001Sp010	0.07
Sp007Sp008Sp015Sp018	0.145
Sp003Sp013Sp019	0.075
Sp002Sp004Sp005Sp006Sp011Sp016	0.01
Sp001Sp002Sp004Sp005Sp006Sp010Sp011Sp014Sp016Sp017	0.075
Sp012Sp017	0.255
Sp012Sp014Sp017	0.105
Sp001Sp002Sp005Sp006Sp010Sp011Sp016	0.02
Sp007Sp008Sp015	0.11
Sp000Sp003Sp007Sp008Sp009Sp012Sp013Sp015Sp018	0.035
Sp001Sp002Sp004Sp005Sp006Sp010Sp011Sp016Sp019	0.04
Sp002Sp004Sp005Sp006Sp010Sp011Sp016	0.045
Sp004Sp005	0.04
Sp006Sp011Sp016	0.07
Sp003Sp006Sp007Sp010Sp011Sp013Sp015Sp016Sp018	0.01
Sp000Sp002Sp004Sp005Sp008Sp009Sp012Sp014Sp017Sp019	0.005
Sp002Sp004Sp005	0.015
Sp003Sp006Sp007Sp009Sp010Sp012Sp013Sp015Sp018	0.005
Sp000Sp002Sp004Sp005Sp008Sp011Sp014Sp016Sp017Sp019	0.005
Sp000Sp002Sp004Sp008Sp014Sp017Sp019	0.005
Sp000Sp008Sp014Sp017Sp019	0.005
Sp007Sp009Sp012Sp015Sp018	0.005
Sp003Sp007Sp008Sp009Sp012Sp013Sp015Sp018Sp019	0.02
Sp000Sp014Sp017	0.005
Sp000Sp001Sp002Sp004Sp005Sp006Sp009Sp012Sp014Sp017	0.015
Sp001Sp002Sp004Sp005Sp006	0.02
Sp004Sp006Sp011Sp016	0.055
Sp000Sp009	0.045
Sp001Sp010Sp011Sp016	0.03
Sp003Sp007Sp008Sp009Sp013Sp015Sp018	0.04
Sp003Sp009Sp013Sp019	0.005
Sp003Sp008Sp009Sp013Sp019	0.015
Sp000Sp014	0.035
