split	value
Sp012	100
Sp011	100
Sp000	100
Sp001	100
Sp009	100
Sp008	100
Sp003	100
Sp002	100
Sp007	100
Sp006	100
Sp004	100
Sp014	100
Sp013	100
Sp005	100
Sp010	100
Sp011Sp012	0.995
Sp000Sp001	1.0
Sp000Sp001Sp011Sp012	0.72
Sp002Sp003	0.9
Sp002Sp003Sp008	0.4
Sp002Sp003Sp008Sp009	0.625
Sp004Sp005Sp006Sp007Sp010Sp013Sp014	0.015
Sp006Sp007	0.635
Sp004Sp006Sp007	0.01
Sp005Sp010Sp013Sp014	0.005
Sp013Sp014	0.99
Sp005Sp013Sp014	0.025
Sp004Sp005	0.855
Sp000Sp001Sp004Sp005Sp011Sp012	0.66
Sp002Sp003Sp006Sp007Sp008Sp009Sp010	0.65
Sp006Sp007Sp010	0.265
Sp002Sp003Sp013Sp014	0.015
Sp006Sp007Sp008Sp009Sp010	0.125
Sp007Sp008Sp009Sp010	0.055
Sp008Sp009Sp010	0.07
Sp009Sp010	0.08
Sp002Sp003Sp007Sp008Sp009Sp010	0.12
Sp002Sp003Sp008Sp009Sp010	0.25
Sp011Sp012Sp013Sp014	0.1
Sp000Sp001Sp004	0.05
Sp000Sp001Sp004Sp005	0.06
Sp002Sp003Sp006Sp007Sp008Sp009	0.1
Sp008Sp009	0.235
Sp003Sp006Sp007Sp008Sp009Sp010	0.025
Sp004Sp005Sp013Sp014	0.055
Sp002Sp003Sp006Sp008Sp009	0.025
Sp004Sp005Sp011Sp012Sp013Sp014	0.045
Sp005Sp011Sp012Sp013Sp014	0.015
Sp002Sp003Sp004Sp005	0.02
Sp002Sp003Sp004Sp005Sp011Sp012	0.01
Sp000Sp001Sp006Sp007Sp008Sp009Sp010	0.005
Sp000Sp001Sp011Sp012Sp013Sp014	0.055
Sp006Sp007Sp008Sp010	0.025
Sp006Sp007Sp008	0.05
Sp002Sp003Sp008Sp009Sp010Sp013Sp014	0.045
Sp010Sp013Sp014	0.05
Sp000Sp001Sp013Sp014	0.025
Sp004Sp005Sp011Sp012	0.02
Sp005Sp011Sp012	0.01
Sp004Sp005Sp010	0.015
Sp006Sp007Sp013Sp014	0.035
Sp000Sp001Sp002Sp003	0.03
Sp000Sp001Sp002Sp003Sp004	0.01
Sp000Sp001Sp002Sp003Sp004Sp006Sp007	0.005
Sp008Sp009Sp010Sp011Sp012Sp013Sp014	0.015
Sp009Sp010Sp011Sp012Sp013Sp014	0.015
Sp010Sp011Sp012Sp013Sp014	0.02
Sp007Sp010	0.065
Sp000Sp001Sp002Sp003Sp008Sp009	0.01
Sp006Sp007Sp011Sp012	0.01
Sp006Sp007Sp011Sp012Sp013Sp014	0.005
Sp002Sp003Sp009Sp010	0.055
Sp002Sp003Sp010	0.04
Sp003Sp008Sp009	0.055
Sp000Sp001Sp004Sp005Sp010Sp011Sp012	0.03
Sp000Sp001Sp004Sp005Sp013Sp014	0.03
Sp002Sp003Sp006	0.015
Sp002Sp003Sp006Sp008	0.005
Sp007Sp009Sp010Sp013Sp014	0.005
Sp007Sp013Sp014	0.02
Sp007Sp009Sp013Sp014	0.01
Sp002Sp003Sp008Sp009Sp013Sp014	0.035
Sp009Sp013Sp014	0.025
Sp002Sp003Sp006Sp007	0.025
Sp002Sp003Sp006Sp007Sp008	0.005
Sp006Sp007Sp009Sp010	0.06
Sp000Sp001Sp004Sp005Sp006Sp011Sp012	0.01
Sp002Sp003Sp009	0.055
Sp002Sp003Sp007Sp008Sp009	0.02
Sp006Sp010Sp013Sp014	0.02
Sp006Sp013Sp014	0.035
Sp006Sp007Sp010Sp013Sp014	0.025
Sp000Sp001Sp009	0.005
Sp002Sp003Sp004Sp005Sp008	0.005
Sp006Sp007Sp010Sp011Sp012Sp013Sp014	0.005
Sp006Sp011Sp012	0.005
Sp006Sp010Sp011Sp012	0.005
Sp000Sp001Sp008	0.005
Sp002Sp003Sp011Sp012	0.02
Sp002Sp003Sp009Sp011Sp012	0.005
Sp004Sp005Sp006Sp007Sp013Sp014	0.005
Sp002Sp003Sp006Sp007Sp009Sp010	0.01
Sp002Sp003Sp006Sp007Sp010	0.01
Sp000Sp001Sp004Sp005Sp006	0.005
Sp000Sp001Sp004Sp005Sp006Sp013Sp014	0.005
Sp002Sp003Sp008Sp009Sp010Sp011Sp012	0.01
Sp002Sp003Sp009Sp010Sp011Sp012	0.005
Sp002Sp003Sp010Sp011Sp012	0.005
Sp006Sp007Sp009	0.035
Sp010Sp011Sp012	0.01
Sp000Sp001Sp006Sp007	0.01
