split	value
Sp008	100
Sp003	100
Sp001	100
Sp002	100
Sp014	100
Sp007	100
Sp006	100
Sp013	100
Sp012	100
Sp005	100
Sp010	100
Sp009	100
Sp004	100
Sp011	100
Sp000	100
Sp001Sp003	1.0
Sp007Sp014	1.0
Sp012Sp013	1.0
Sp009Sp010	0.985
Sp004Sp009Sp010	0.335
Sp004Sp005Sp009Sp010	1.0
Sp004Sp005Sp009Sp010Sp012Sp013	0.585
Sp000Sp011	0.525
Sp001Sp002Sp003Sp006Sp007Sp008Sp014	0.97
Sp001Sp002Sp003Sp007Sp008Sp014	0.915
Sp001Sp002Sp003Sp008	0.965
Sp001Sp003Sp008	0.685
Sp004Sp005	0.66
Sp000Sp012Sp013	0.315
Sp000Sp004Sp005Sp009Sp010Sp012Sp013	0.475
Sp002Sp008	0.285
Sp000Sp004Sp005Sp009Sp010	0.1
Sp006Sp007Sp014	0.085
Sp001Sp003Sp007Sp014	0.025
Sp005Sp009	0.005
Sp004Sp005Sp009	0.005
Sp006Sp011	0.03
Sp001Sp003Sp007Sp008Sp014	0.02
Sp004Sp009	0.01
Sp001Sp003Sp006Sp007Sp014	0.01
Sp001Sp003Sp006Sp007Sp008Sp014	0.01
