split	value
Sp005	100
Sp013	100
Sp012	100
Sp000	100
Sp011	100
Sp008	100
Sp002	100
Sp006	100
Sp014	100
Sp007	100
Sp003	100
Sp001	100
Sp004	100
Sp010	100
Sp009	100
Sp012Sp013	1.0
Sp002Sp008	0.805
Sp007Sp014	1.0
Sp001Sp003	1.0
Sp001Sp003Sp007Sp014	1.0
Sp001Sp003Sp006Sp007Sp014	0.805
Sp001Sp002Sp003Sp006Sp007Sp008Sp014	0.81
Sp000Sp004Sp005Sp009Sp010Sp012Sp013	0.975
Sp004Sp005Sp009Sp010Sp012Sp013	1.0
Sp004Sp005Sp009Sp010	1.0
Sp004Sp009Sp010	0.515
Sp009Sp010	0.94
Sp004Sp010	0.02
Sp004Sp005	0.485
Sp006Sp011	0.14
Sp001Sp002Sp003Sp007Sp014	0.195
Sp001Sp002Sp003Sp007Sp008Sp014	0.15
Sp004Sp005Sp009	0.04
Sp000Sp011	0.015
Sp001Sp002Sp003Sp006Sp007Sp014	0.045
Sp001Sp002Sp003Sp006Sp007Sp011Sp014	0.045
Sp004Sp005Sp008Sp009Sp010Sp012Sp013	0.01
Sp001Sp003Sp006Sp007Sp011Sp014	0.005
