split	value
Sp004	0.505
Sp005	100
Sp019	100
Sp018	100
Sp017	100
Sp016	100
Sp002	100
Sp001	100
Sp015	100
Sp003	100
Sp008	100
Sp011	100
Sp013	100
Sp012	100
Sp010	100
Sp014	100
Sp009	100
Sp007	100
Sp006	100
Sp000	100
Sp017Sp018	0.995
Sp016Sp017Sp018	0.65
Sp002Sp016Sp017Sp018	0.28
Sp002Sp016Sp017Sp018Sp019	0.475
Sp002Sp005Sp016Sp017Sp018Sp019	0.62
Sp001Sp002Sp005Sp016Sp017Sp018Sp019	0.955
Sp012Sp013	0.415
Sp009Sp014	0.37
Sp007Sp009Sp014	0.265
Sp006Sp007Sp009Sp014	0.225
Sp006Sp007Sp009Sp010Sp014	0.28
Sp006Sp007Sp009Sp010Sp012Sp013Sp014	0.04
Sp006Sp007Sp009Sp010Sp011Sp012Sp013Sp014	0.57
Sp006Sp007Sp008Sp009Sp010Sp011Sp012Sp013Sp014	0.965
Sp001Sp002Sp003Sp004Sp005Sp015Sp016Sp017Sp018Sp019	0.74
Sp001Sp002Sp004Sp005Sp015Sp016Sp017Sp018Sp019	0.97
Sp001Sp002Sp004Sp005Sp016Sp017Sp018Sp019	0.545
Sp016Sp019	0.215
Sp016Sp017Sp018Sp019	0.495
Sp005Sp016Sp017Sp018Sp019	0.19
Sp011Sp013	0.17
Sp011Sp012Sp013	0.61
Sp010Sp014	0.37
Sp008Sp010Sp014	0.075
Sp007Sp009	0.36
Sp006Sp007Sp009	0.245
Sp006Sp007Sp008Sp009Sp010Sp014	0.16
Sp001Sp002Sp016Sp017Sp018Sp019	0.15
Sp006Sp009Sp014	0.17
Sp000Sp003	0.24
Sp001Sp016Sp017Sp018	0.005
Sp001Sp002Sp016Sp017Sp018	0.035
Sp001Sp002Sp005Sp016Sp017Sp018	0.11
Sp007Sp008	0.05
Sp007Sp008Sp009Sp014	0.035
Sp011Sp012	0.255
Sp006Sp011Sp012Sp013	0.16
Sp006Sp007Sp008Sp009Sp011Sp012Sp013Sp014	0.075
Sp002Sp005Sp015Sp016Sp017Sp018Sp019	0.02
Sp001Sp002Sp005Sp015Sp016Sp017Sp018Sp019	0.445
Sp007Sp013	0.21
Sp007Sp008Sp013	0.055
Sp006Sp011	0.01
Sp006Sp011Sp012	0.055
Sp006Sp009Sp011Sp012Sp014	0.085
Sp006Sp009Sp010Sp011Sp012Sp014	0.075
Sp000Sp006Sp009Sp010Sp011Sp012Sp014	0.005
Sp002Sp005Sp016Sp017Sp018	0.15
Sp009Sp010Sp014	0.115
Sp006Sp009Sp010Sp014	0.085
Sp006Sp009Sp010Sp012Sp014	0.015
Sp006Sp007Sp009Sp011Sp012Sp013	0.13
Sp002Sp016	0.03
Sp006Sp009	0.175
Sp006Sp007Sp009Sp010Sp013Sp014	0.02
Sp017Sp018Sp019	0.055
Sp002Sp005	0.065
Sp006Sp009Sp011Sp012	0.025
Sp006Sp007Sp009Sp011Sp012Sp013Sp014	0.2
Sp007Sp008Sp009Sp010Sp014	0.06
Sp006Sp009Sp011	0.01
Sp006Sp007Sp009Sp011Sp013	0.02
Sp006Sp007Sp009Sp010Sp011Sp013Sp014	0.035
Sp007Sp009Sp010Sp014	0.19
Sp006Sp011Sp013	0.055
Sp001Sp002	0.05
Sp006Sp007Sp009Sp012Sp013	0.02
Sp006Sp007Sp009Sp012Sp013Sp014	0.045
Sp001Sp002Sp005Sp015Sp016Sp017Sp018	0.005
Sp005Sp017Sp018	0.015
Sp006Sp007Sp008Sp009Sp014	0.045
Sp006Sp007Sp009Sp013Sp014	0.045
Sp001Sp016Sp017Sp018Sp019	0.025
Sp001Sp005Sp016Sp017Sp018Sp019	0.05
Sp005Sp016	0.03
Sp005Sp016Sp017Sp018	0.11
Sp006Sp007Sp009Sp011Sp013Sp014	0.035
Sp002Sp017Sp018	0.095
Sp002Sp015Sp016Sp017Sp018Sp019	0.005
Sp001Sp002Sp015Sp016Sp017Sp018Sp019	0.005
Sp000Sp006Sp007Sp009Sp010Sp011Sp012Sp013Sp014	0.02
Sp006Sp012Sp013	0.035
Sp006Sp007Sp008Sp009Sp010Sp012Sp013Sp014	0.025
Sp007Sp009Sp013	0.01
Sp006Sp012	0.025
Sp006Sp007Sp008Sp009Sp012Sp013Sp014	0.005
Sp006Sp009Sp012Sp014	0.03
Sp006Sp013	0.025
Sp005Sp015Sp016Sp017Sp018Sp019	0.005
Sp001Sp005	0.045
Sp002Sp005Sp016	0.005
Sp006Sp007Sp008Sp009Sp010Sp011Sp013Sp014	0.005
Sp007Sp011Sp012Sp013	0.01
Sp000Sp001Sp002Sp004Sp005Sp015Sp016Sp017Sp018Sp019	0.02
Sp000Sp003Sp015	0.01
Sp001Sp015	0.005
Sp009Sp013	0.005
Sp006Sp007Sp009Sp013	0.01
Sp001Sp002Sp003Sp004Sp005Sp016Sp017Sp018Sp019	0.02
Sp001Sp005Sp015Sp016Sp017Sp018Sp019	0.005
Sp006Sp009Sp011Sp014	0.01
Sp004Sp015	0.01
Sp016Sp017	0.005
Sp006Sp009Sp010Sp011Sp014	0.005
Sp009Sp011Sp012	0.005
Sp012Sp014	0.005
Sp010Sp012Sp014	0.005
Sp009Sp010Sp012Sp014	0.005
Sp002Sp005Sp017Sp018	0.01
Sp008Sp010	0.01
Sp008Sp014	0.015
Sp009Sp012	0.01
Sp006Sp009Sp012	0.01
Sp001Sp002Sp005	0.005
Sp001Sp016Sp019	0.01
Sp001Sp002Sp005Sp016Sp019	0.005
Sp013Sp014	0.005
Sp011Sp013Sp014	0.005
Sp009Sp011Sp013Sp014	0.005
Sp007Sp009Sp011Sp013Sp014	0.005
Sp000Sp006Sp007Sp009Sp011Sp012Sp013	0.005
Sp002Sp016Sp019	0.005
Sp000Sp011Sp012Sp013	0.005
Sp001Sp005Sp016Sp017Sp018	0.01
