split	value
Sp004	0.505
Sp010	100
Sp005	100
Sp014	100
Sp002	100
Sp001	100
Sp011	100
Sp008	100
Sp007	100
Sp006	100
Sp003	100
Sp013	100
Sp009	100
Sp012	100
Sp000	100
Sp001Sp002	0.48
Sp008Sp011	0.385
Sp006Sp007	0.435
Sp006Sp007Sp008Sp011	0.03
Sp000Sp012	0.705
Sp000Sp009Sp012	0.955
Sp000Sp009Sp012Sp013	0.14
Sp000Sp003Sp009Sp012Sp013	0.01
Sp001Sp002Sp004Sp005Sp010Sp014	0.225
Sp004Sp005Sp010Sp014	0.325
Sp004Sp005Sp010	0.675
Sp004Sp010	0.975
Sp002Sp007	0.315
Sp001Sp002Sp007	0.4
Sp001Sp002Sp005Sp007	0.16
Sp006Sp013	0.125
Sp000Sp003Sp009Sp012	0.105
Sp000Sp003Sp006Sp009Sp012Sp013	0.015
Sp001Sp002Sp004Sp005Sp007Sp010Sp014	0.185
Sp001Sp002Sp004Sp005Sp007Sp010	0.335
Sp000Sp003Sp006Sp009Sp012	0.01
Sp000Sp003Sp006Sp009Sp011Sp012	0.005
Sp000Sp003Sp006Sp008Sp009Sp011Sp012	0.05
Sp006Sp007Sp011	0.25
Sp003Sp008	0.595
Sp003Sp008Sp013	0.1
Sp003Sp006Sp007Sp008Sp011Sp013	0.15
Sp000Sp009Sp012Sp014	0.355
Sp001Sp002Sp004Sp005Sp010	0.185
Sp006Sp011	0.315
Sp003Sp006Sp008Sp011	0.095
Sp003Sp006Sp008Sp011Sp013	0.26
Sp008Sp011Sp013	0.055
Sp009Sp012	0.22
Sp000Sp001Sp009Sp012	0.17
Sp000Sp001Sp003Sp009Sp012	0.02
Sp000Sp001Sp003Sp006Sp007Sp009Sp012	0.005
Sp002Sp004Sp005Sp010Sp014	0.02
Sp002Sp004Sp005Sp010	0.02
Sp009Sp012Sp014	0.01
Sp000Sp001	0.015
Sp000Sp001Sp002	0.005
Sp000Sp001Sp002Sp006Sp007Sp011	0.005
Sp003Sp004Sp005Sp008Sp010Sp013	0.01
Sp006Sp011Sp013	0.13
Sp000Sp001Sp002Sp007Sp009Sp012	0.045
Sp000Sp003Sp008Sp009Sp012	0.11
Sp000Sp006Sp009Sp012	0.01
Sp000Sp006Sp009Sp012Sp013	0.035
Sp000Sp006Sp008Sp009Sp011Sp012Sp013	0.03
Sp000Sp003Sp008Sp009Sp012Sp013	0.1
Sp003Sp006Sp008Sp013	0.01
Sp000Sp009	0.07
Sp000Sp001Sp002Sp009Sp012	0.105
Sp002Sp005	0.01
Sp003Sp008Sp011	0.105
Sp000Sp001Sp006Sp007Sp009Sp012	0.015
Sp002Sp004Sp005Sp010Sp013Sp014	0.01
Sp000Sp006Sp009Sp011Sp012Sp013Sp014	0.005
Sp000Sp008Sp009Sp011Sp012Sp013	0.035
Sp000Sp003Sp008Sp009Sp011Sp012Sp013	0.075
Sp003Sp008Sp011Sp013	0.06
Sp000Sp001Sp009Sp012Sp014	0.015
Sp000Sp001Sp002Sp009Sp012Sp014	0.035
Sp000Sp001Sp002Sp005Sp009Sp012Sp014	0.005
Sp000Sp003Sp006Sp007Sp008Sp009Sp012	0.005
Sp001Sp002Sp004Sp005Sp010Sp013Sp014	0.065
Sp001Sp002Sp005	0.09
Sp003Sp006Sp007Sp008Sp011	0.09
Sp003Sp006Sp007Sp008Sp011Sp013Sp014	0.01
Sp000Sp001Sp002Sp005Sp009Sp012	0.01
Sp000Sp006Sp009Sp011Sp012	0.015
Sp000Sp006Sp009Sp011Sp012Sp013	0.045
Sp000Sp009Sp012Sp013Sp014	0.02
Sp000Sp009Sp011Sp012	0.015
Sp001Sp002Sp003Sp004Sp005Sp010	0.01
Sp000Sp001Sp002Sp007Sp009Sp012Sp014	0.035
Sp006Sp008Sp011	0.04
Sp000Sp003Sp006Sp007Sp009Sp012	0.015
Sp006Sp008Sp011Sp013	0.08
Sp002Sp004Sp005Sp007Sp010Sp014	0.015
Sp000Sp001Sp002Sp003Sp009Sp012	0.01
Sp000Sp001Sp002Sp003Sp007Sp009Sp012	0.005
Sp003Sp006	0.005
Sp004Sp010Sp014	0.025
Sp004Sp005Sp010Sp013Sp014	0.025
Sp002Sp004Sp005Sp007Sp010	0.01
Sp000Sp008Sp009Sp011Sp012	0.02
Sp001Sp007	0.035
Sp000Sp006Sp009Sp012Sp013Sp014	0.005
Sp001Sp002Sp004Sp005Sp007Sp010Sp013	0.005
Sp001Sp002Sp004Sp005Sp007	0.005
Sp001Sp002Sp006Sp007Sp011	0.01
Sp001Sp002Sp006Sp007	0.015
Sp001Sp002Sp004Sp005Sp006Sp007Sp010	0.02
