split	value
Sp015	100
Sp014	100
Sp016	100
Sp004	100
Sp018	100
Sp017	100
Sp009	100
Sp007	100
Sp005	100
Sp003	100
Sp001	100
Sp006	100
Sp012	100
Sp010	100
Sp019	100
Sp013	100
Sp008	100
Sp002	100
Sp011	100
Sp000	100
Sp004Sp016	1.0
Sp017Sp018	1.0
Sp001Sp003	0.37
Sp001Sp003Sp005	0.535
Sp001Sp003Sp005Sp007	0.625
Sp001Sp003Sp005Sp007Sp009	1.0
Sp001Sp003Sp005Sp007Sp009Sp017Sp018	1.0
Sp001Sp003Sp004Sp005Sp007Sp009Sp016Sp017Sp018	1.0
Sp000Sp002Sp006Sp008Sp010Sp011Sp012Sp013Sp015Sp019	0.995
Sp000Sp002Sp006Sp008Sp010Sp011Sp012Sp013Sp019	1.0
Sp013Sp019	0.99
Sp008Sp013Sp019	1.0
Sp008Sp010Sp013Sp019	0.41
Sp008Sp010Sp012Sp013Sp019	0.415
Sp002Sp008Sp010Sp012Sp013Sp019	1.0
Sp002Sp006Sp008Sp010Sp012Sp013Sp019	0.27
Sp000Sp011	0.295
Sp001Sp005	0.34
Sp001Sp005Sp009	0.095
Sp001Sp005Sp007Sp009	0.065
Sp008Sp012Sp013Sp019	0.3
Sp002Sp008Sp010Sp011Sp012Sp013Sp019	0.705
Sp002Sp006Sp008Sp010Sp011Sp012Sp013Sp019	0.67
Sp001Sp005Sp007	0.215
Sp002Sp008Sp012Sp013Sp019	0.44
Sp001Sp003Sp005Sp009	0.29
Sp002Sp008Sp013Sp019	0.29
Sp002Sp008Sp010Sp013Sp019	0.145
Sp001Sp009	0.06
Sp005Sp007	0.18
Sp001Sp003Sp009	0.08
Sp003Sp005	0.12
Sp000Sp002Sp008Sp010Sp011Sp012Sp013Sp019	0.06
Sp008Sp019	0.01
Sp005Sp009	0.005
Sp003Sp005Sp009	0.005
Sp000Sp002Sp006Sp008Sp010Sp011Sp012Sp013Sp014Sp019	0.005
Sp003Sp005Sp007	0.015
