split	value
Sp013	100
Sp012	100
Sp011	100
Sp008	100
Sp000	100
Sp014	100
Sp009	100
Sp015	100
Sp016	100
Sp010	100
Sp017	100
Sp018	100
Sp004	100
Sp003	100
Sp002	100
Sp001	100
Sp007	100
Sp006	100
Sp019	100
Sp005	100
Sp011Sp012	1.0
Sp011Sp012Sp013	1.0
Sp000Sp008	0.935
Sp000Sp008Sp011Sp012Sp013	0.765
Sp009Sp014	0.955
Sp010Sp016	1.0
Sp004Sp018	0.95
Sp004Sp017Sp018	1.0
Sp004Sp010Sp016Sp017Sp018	0.635
Sp002Sp003	1.0
Sp001Sp002Sp003	0.025
Sp001Sp002Sp003Sp004Sp010Sp016Sp017Sp018	0.37
Sp001Sp002Sp003Sp004Sp010Sp015Sp016Sp017Sp018	0.04
Sp000Sp005Sp006Sp007Sp008Sp011Sp012Sp013Sp019	0.2
Sp005Sp019	1.0
Sp005Sp006Sp019	0.87
Sp005Sp006Sp007Sp019	0.375
Sp005Sp006Sp009Sp019	0.02
Sp014Sp015	0.04
Sp002Sp003Sp007	0.625
Sp002Sp003Sp007Sp014Sp015	0.03
Sp002Sp003Sp005Sp006Sp007Sp009Sp014Sp015Sp019	0.265
Sp000Sp001Sp008Sp011Sp012Sp013	0.095
Sp005Sp009Sp019	0.005
Sp000Sp005Sp006Sp008Sp009Sp011Sp012Sp013Sp019	0.015
Sp001Sp004Sp010Sp016Sp017Sp018	0.39
Sp017Sp018	0.045
Sp002Sp003Sp007Sp015	0.14
Sp002Sp003Sp007Sp009Sp014Sp015	0.125
Sp001Sp011Sp012Sp013	0.015
Sp005Sp006Sp011Sp012Sp013Sp019	0.16
Sp000Sp005Sp006Sp008Sp011Sp012Sp013Sp019	0.265
Sp001Sp002Sp003Sp004Sp007Sp010Sp015Sp016Sp017Sp018	0.055
Sp009Sp014Sp015	0.77
Sp002Sp003Sp005Sp006Sp007Sp019	0.235
Sp002Sp003Sp010Sp016	0.35
Sp001Sp002Sp003Sp010Sp016	0.25
Sp005Sp006Sp007Sp009Sp011Sp012Sp013Sp014Sp015Sp019	0.02
Sp005Sp007Sp019	0.12
Sp005Sp006Sp007Sp009Sp014Sp015Sp019	0.14
Sp001Sp002Sp003Sp007	0.06
Sp001Sp002Sp003Sp004Sp007Sp010Sp016Sp017Sp018	0.155
Sp005Sp006Sp007Sp011Sp012Sp013Sp019	0.045
Sp005Sp006Sp009Sp014Sp019	0.045
Sp002Sp003Sp004Sp010Sp016Sp017Sp018	0.055
Sp002Sp003Sp004Sp007Sp010Sp016Sp017Sp018	0.02
Sp001Sp004Sp017Sp018	0.06
Sp008Sp011Sp012Sp013	0.065
Sp000Sp001Sp004Sp008Sp010Sp016Sp017Sp018	0.01
Sp000Sp001Sp008	0.005
Sp001Sp002Sp003Sp015	0.005
Sp005Sp006Sp007Sp009Sp014Sp019	0.03
Sp000Sp001Sp008Sp009Sp011Sp012Sp013Sp014Sp015	0.01
Sp000Sp008Sp009Sp011Sp012Sp013Sp014Sp015	0.05
Sp002Sp003Sp007Sp010Sp016	0.01
Sp004Sp017	0.005
Sp002Sp003Sp004Sp007Sp010Sp015Sp016Sp017Sp018	0.005
Sp002Sp003Sp005Sp006Sp007Sp009Sp014Sp019	0.005
Sp000Sp008Sp009Sp014	0.01
Sp006Sp007	0.005
Sp000Sp001Sp005Sp006Sp008Sp011Sp012Sp013Sp019	0.015
Sp001Sp002Sp003Sp007Sp015	0.01
Sp001Sp004Sp010Sp011Sp012Sp013Sp016Sp017Sp018	0.01
Sp001Sp002Sp003Sp005Sp006Sp007Sp019	0.01
Sp004Sp009Sp010Sp014Sp015Sp016Sp017Sp018	0.005
