split	value
Sp013	100
Sp007	100
Sp006	100
Sp018	100
Sp019	100
Sp017	100
Sp011	100
Sp010	100
Sp002	100
Sp014	100
Sp009	100
Sp012	100
Sp008	100
Sp015	100
Sp004	100
Sp016	100
Sp005	100
Sp003	100
Sp001	100
Sp000	100
Sp007Sp013	1.0
Sp017Sp019	0.53
Sp017Sp018Sp019	0.99
Sp002Sp010	0.985
Sp002Sp010Sp011	1.0
Sp008Sp012	0.78
Sp008Sp009Sp012	0.55
Sp004Sp015	0.235
Sp003Sp005	1.0
Sp003Sp005Sp016	0.21
Sp003Sp004Sp005Sp015Sp016	0.615
Sp000Sp001	1.0
Sp000Sp001Sp003Sp004Sp005Sp015Sp016	0.55
Sp002Sp006Sp007Sp010Sp011Sp013Sp014Sp017Sp018Sp019	0.835
Sp002Sp006Sp007Sp010Sp011Sp013Sp017Sp018Sp019	0.84
Sp006Sp007Sp013Sp017Sp018Sp019	1.0
Sp006Sp007Sp013	1.0
Sp017Sp018	0.47
Sp003Sp004Sp005	0.48
Sp003Sp004Sp005Sp016	0.755
Sp003Sp004Sp005Sp008Sp012Sp015Sp016	0.04
Sp003Sp004Sp005Sp008Sp009Sp012Sp015Sp016	0.12
Sp002Sp010Sp011Sp014	0.08
Sp012Sp015	0.15
Sp003Sp004Sp005Sp012Sp015Sp016	0.16
Sp000Sp001Sp003Sp004Sp005Sp012Sp015Sp016	0.165
Sp000Sp001Sp003Sp004Sp005Sp009Sp012Sp015Sp016	0.045
Sp006Sp007Sp008Sp013Sp014Sp017Sp018Sp019	0.01
Sp006Sp007Sp008Sp013Sp017Sp018Sp019	0.01
Sp006Sp007Sp013Sp014Sp017Sp018Sp019	0.06
Sp004Sp012Sp015	0.07
Sp003Sp004Sp005Sp009Sp012Sp015Sp016	0.025
Sp006Sp007Sp013Sp017Sp018	0.01
Sp003Sp004Sp005Sp009Sp015Sp016	0.035
Sp008Sp009	0.135
Sp004Sp016	0.255
Sp009Sp014	0.015
Sp002Sp006Sp007Sp008Sp010Sp011Sp013Sp017Sp018Sp019	0.005
Sp000Sp001Sp003Sp004Sp005Sp016	0.185
Sp000Sp001Sp003Sp004Sp005Sp009Sp016	0.04
Sp000Sp001Sp003Sp004Sp005Sp009Sp015Sp016	0.075
Sp008Sp012Sp015	0.075
Sp000Sp001Sp003Sp004Sp005Sp014Sp015Sp016	0.05
Sp003Sp004Sp005Sp015	0.035
Sp003Sp004Sp005Sp014Sp015Sp016	0.015
Sp003Sp004Sp005Sp008Sp009Sp012Sp014Sp015Sp016	0.035
Sp008Sp009Sp012Sp015	0.025
Sp000Sp001Sp003Sp004Sp005Sp008Sp012Sp015Sp016	0.035
Sp000Sp001Sp003Sp005Sp016	0.035
Sp000Sp001Sp003Sp004Sp005Sp009Sp014Sp015Sp016	0.025
Sp004Sp015Sp016	0.02
Sp014Sp015	0.03
Sp000Sp001Sp003Sp004Sp005Sp008Sp009Sp012Sp016	0.02
Sp004Sp012	0.005
Sp008Sp009Sp012Sp014	0.005
Sp010Sp011	0.015
Sp004Sp008Sp012Sp015	0.01
Sp004Sp008Sp009Sp012Sp015	0.01
Sp000Sp001Sp003Sp005	0.005
Sp000Sp001Sp006Sp007Sp013Sp017Sp018Sp019	0.005
Sp000Sp001Sp009	0.005
Sp008Sp009Sp014	0.005
Sp006Sp007Sp008Sp012Sp013Sp017Sp018Sp019	0.005
Sp003Sp004Sp005Sp009Sp016	0.005
Sp002Sp009Sp010Sp011	0.005
Sp000Sp001Sp003Sp004Sp005Sp012Sp014Sp015Sp016	0.005
