split	value
Sp010	100
Sp011	100
Sp008	100
Sp007	100
Sp006	100
Sp005	100
Sp002	100
Sp009	100
Sp001	100
Sp004	100
Sp003	100
Sp000	100
Sp008Sp011	0.605
Sp008Sp010Sp011	0.975
Sp006Sp007	1.0
Sp006Sp007Sp008Sp010Sp011	0.72
Sp001Sp009	0.805
Sp001Sp002Sp009	0.975
Sp001Sp002Sp005Sp009	0.09
Sp000Sp003	0.77
Sp000Sp003Sp004	0.23
Sp010Sp011	0.34
Sp003Sp004	0.21
Sp003Sp004Sp005	0.11
Sp000Sp003Sp004Sp005	0.715
Sp004Sp005	0.63
Sp001Sp002Sp008Sp009Sp010Sp011	0.17
Sp002Sp005	0.015
Sp000Sp003Sp004Sp006Sp007	0.015
Sp002Sp009	0.175
Sp003Sp004Sp005Sp006Sp007	0.015
Sp000Sp008Sp010Sp011	0.005
Sp008Sp010	0.055
Sp001Sp002Sp004Sp005Sp009	0.06
Sp004Sp005Sp006Sp007	0.075
Sp000Sp001Sp002Sp003Sp009	0.04
Sp001Sp002	0.02
Sp003Sp005	0.005
Sp001Sp002Sp006Sp007Sp009	0.02
Sp006Sp007Sp010	0.005
Sp004Sp005Sp006Sp007Sp010	0.015
Sp004Sp006Sp007	0.015
Sp000Sp003Sp008Sp010Sp011	0.01
Sp004Sp010	0.01
Sp004Sp005Sp010	0.01
Sp000Sp003Sp004Sp010	0.005
Sp000Sp003Sp004Sp005Sp010	0.005
Sp001Sp002Sp008Sp009Sp011	0.01
Sp003Sp004Sp006Sp007	0.005
Sp000Sp005	0.005
Sp001Sp005Sp009	0.005
Sp000Sp003Sp005	0.01
Sp000Sp006Sp007Sp008Sp010Sp011	0.015
Sp004Sp010Sp011	0.005
Sp004Sp008Sp010Sp011	0.005
Sp001Sp002Sp005Sp006Sp007Sp009	0.005
Sp000Sp001Sp002Sp009	0.01
Sp001Sp003Sp004Sp005Sp009	0.005
