split	value
Sp010	100
Sp006	100
Sp005	100
Sp004	100
Sp008	100
Sp009	100
Sp011	100
Sp003	100
Sp007	100
Sp002	100
Sp001	100
Sp000	100
Sp005Sp006	0.99
Sp005Sp006Sp010	0.215
Sp003Sp011	0.62
Sp003Sp009Sp011	0.67
Sp003Sp008Sp009Sp011	0.825
Sp002Sp007	0.815
Sp000Sp001Sp004Sp005Sp006Sp010	0.22
Sp000Sp001Sp005Sp006Sp010	0.21
Sp000Sp001	1.0
Sp003Sp004Sp008Sp009Sp011	0.255
Sp000Sp001Sp010	0.485
Sp009Sp011	0.08
Sp003Sp009Sp010Sp011	0.01
Sp000Sp001Sp002Sp004Sp007Sp008	0.005
Sp000Sp001Sp004Sp008	0.01
Sp000Sp001Sp008	0.03
Sp003Sp004Sp011	0.015
Sp003Sp004Sp005Sp006Sp011	0.005
Sp000Sp001Sp002Sp007Sp008Sp009	0.005
Sp000Sp001Sp002Sp007Sp008	0.005
Sp000Sp001Sp002Sp007	0.04
Sp003Sp008	0.175
Sp002Sp004Sp007	0.035
Sp003Sp008Sp011	0.195
Sp002Sp004Sp005Sp006Sp007	0.07
Sp000Sp001Sp003Sp008Sp009Sp011	0.02
Sp003Sp009	0.175
Sp000Sp001Sp002Sp004Sp007Sp010	0.045
Sp000Sp001Sp004Sp010	0.275
Sp000Sp001Sp004	0.22
Sp002Sp005Sp006Sp007	0.325
Sp002Sp005Sp006Sp007Sp010	0.13
Sp003Sp005Sp006Sp008Sp011	0.015
Sp000Sp001Sp002Sp007Sp009Sp010	0.005
Sp000Sp001Sp009Sp010	0.015
Sp000Sp001Sp004Sp005Sp006Sp008	0.01
Sp002Sp003Sp007Sp009Sp011	0.03
Sp000Sp001Sp004Sp008Sp010	0.02
Sp005Sp006Sp007	0.16
Sp000Sp001Sp002Sp008Sp009Sp010	0.005
Sp000Sp001Sp008Sp009Sp010	0.005
Sp000Sp001Sp008Sp010	0.045
Sp003Sp004Sp008Sp011	0.015
Sp002Sp003Sp007Sp008Sp011	0.005
Sp000Sp001Sp002Sp007Sp010	0.03
Sp003Sp004Sp009Sp011	0.06
Sp006Sp007	0.01
Sp000Sp001Sp002Sp005Sp006Sp007	0.005
Sp003Sp008Sp009	0.06
Sp005Sp006Sp007Sp010	0.04
Sp000Sp001Sp002	0.03
Sp000Sp001Sp002Sp007Sp008Sp010	0.01
Sp004Sp005Sp006Sp007	0.02
Sp000Sp001Sp002Sp010	0.02
Sp007Sp010	0.01
Sp003Sp007Sp009Sp010Sp011	0.005
Sp000Sp001Sp004Sp005Sp006	0.015
Sp000Sp001Sp005Sp006Sp008Sp010	0.02
Sp000Sp001Sp004Sp009Sp010	0.01
Sp004Sp005Sp006Sp007Sp010	0.005
Sp000Sp001Sp002Sp005Sp006Sp008	0.005
Sp000Sp001Sp002Sp008	0.005
Sp000Sp001Sp002Sp004Sp010	0.015
Sp000Sp001Sp002Sp004	0.01
Sp004Sp005Sp006	0.005
Sp000Sp001Sp005Sp006	0.02
Sp002Sp003Sp008Sp009Sp011	0.005
Sp000Sp001Sp005Sp006Sp007Sp010	0.005
Sp004Sp005Sp006Sp010	0.005
Sp003Sp005Sp006Sp009Sp011	0.005
Sp004Sp011	0.005
Sp000Sp001Sp002Sp004Sp007	0.005
Sp002Sp007Sp010	0.01
Sp003Sp007Sp008Sp009Sp011	0.005
Sp004Sp007	0.005
Sp008Sp009	0.005
Sp003Sp007Sp011	0.005
Sp002Sp003Sp007Sp011	0.005
Sp000Sp001Sp004Sp008Sp009Sp010	0.005
Sp002Sp003Sp008	0.005
Sp000Sp001Sp004Sp009Sp010Sp011	0.005
Sp000Sp001Sp004Sp009Sp011	0.005
