split	value
Sp010	100
Sp019	100
Sp018	100
Sp017	100
Sp009	100
Sp011	100
Sp012	100
Sp008	100
Sp007	100
Sp016	0.505
Sp015	100
Sp013	100
Sp002	100
Sp003	100
Sp001	100
Sp006	100
Sp005	100
Sp004	100
Sp014	100
Sp000	100
Sp018Sp019	0.87
Sp017Sp018Sp019	0.99
Sp008Sp012	0.875
Sp007Sp008Sp012	0.715
Sp007Sp008Sp011Sp012	0.87
Sp007Sp008Sp009Sp011Sp012	0.99
Sp007Sp008Sp009Sp011Sp012Sp017Sp018Sp019	0.975
Sp007Sp008Sp009Sp010Sp011Sp012Sp017Sp018Sp019	1.0
Sp013Sp015	0.74
Sp002Sp013Sp015	1.0
Sp002Sp013Sp015Sp016	0.235
Sp005Sp006	1.0
Sp004Sp005Sp006	0.995
Sp000Sp014	1.0
Sp000Sp004Sp005Sp006Sp014	1.0
Sp000Sp001Sp004Sp005Sp006Sp014	0.715
Sp000Sp001Sp003Sp004Sp005Sp006Sp014	0.18
Sp008Sp009Sp012	0.09
Sp007Sp011	0.235
Sp002Sp003Sp013Sp015	0.53
Sp007Sp008Sp009Sp010Sp011Sp012Sp016Sp017Sp018Sp019	0.27
Sp002Sp015	0.255
Sp000Sp001Sp004Sp005Sp006Sp014Sp016	0.225
Sp017Sp019	0.13
Sp000Sp003Sp004Sp005Sp006Sp014	0.27
Sp000Sp002Sp003Sp004Sp005Sp006Sp013Sp014Sp015	0.225
Sp001Sp016	0.14
Sp000Sp001Sp002Sp004Sp005Sp006Sp013Sp014Sp015Sp016	0.025
Sp007Sp008Sp009Sp012	0.045
Sp007Sp012	0.065
Sp007Sp011Sp012	0.01
Sp001Sp007Sp008Sp009Sp010Sp011Sp012Sp017Sp018Sp019	0.085
Sp002Sp003Sp013Sp015Sp016	0.085
Sp000Sp004Sp014	0.005
Sp007Sp008Sp009Sp010Sp011Sp012	0.025
Sp000Sp001Sp003Sp004Sp005Sp006Sp014Sp016	0.015
Sp008Sp011	0.01
Sp007Sp008Sp011	0.02
Sp007Sp008	0.045
Sp008Sp011Sp012	0.02
Sp009Sp017	0.005
Sp009Sp017Sp018Sp019	0.01
Sp009Sp017Sp019	0.005
Sp002Sp013	0.005
