split	value
Sp004	100
Sp014	100
Sp013	100
Sp012	100
Sp015	100
Sp018	100
Sp016	100
Sp008	100
Sp017	100
Sp005	100
Sp010	100
Sp009	100
Sp000	100
Sp002	100
Sp019	100
Sp011	100
Sp003	100
Sp001	100
Sp007	100
Sp006	100
Sp012Sp013	0.225
Sp012Sp013Sp014	0.355
Sp008Sp016	0.525
Sp008Sp016Sp018	0.535
Sp008Sp015Sp016Sp018	0.435
Sp005Sp017	0.505
Sp005Sp008Sp015Sp016Sp017Sp018	0.12
Sp009Sp010	0.245
Sp000Sp009Sp010	0.115
Sp000Sp005Sp008Sp009Sp010Sp015Sp016Sp017Sp018	0.05
Sp001Sp002Sp003Sp004Sp006Sp007Sp011Sp019	0.45
Sp001Sp002Sp003Sp006Sp007Sp011Sp019	0.035
Sp001Sp003	100
Sp001Sp003Sp011	0.535
Sp001Sp003Sp011Sp019	0.355
Sp001Sp002Sp003Sp011Sp019	0.505
Sp006Sp007	0.465
Sp004Sp019	0.06
Sp005Sp014Sp017	0.025
Sp002Sp006Sp007	0.09
Sp000Sp010	0.075
Sp000Sp009Sp010Sp012Sp013	0.025
Sp000Sp002Sp006Sp007Sp009Sp010Sp012Sp013	0.015
Sp001Sp003Sp004Sp005Sp011Sp014Sp017Sp019	0.015
Sp001Sp003Sp004Sp011Sp019	0.1
Sp003Sp011	0.06
Sp015Sp019	0.165
Sp012Sp014	0.425
Sp004Sp007	0.28
Sp004Sp006Sp007	0.575
Sp004Sp006Sp007Sp012Sp014	0.325
Sp004Sp006Sp007Sp012Sp014Sp015Sp019	0.11
Sp001Sp002	0.325
Sp001Sp002Sp003	0.315
Sp001Sp002Sp003Sp011	0.355
Sp000Sp005Sp008Sp009Sp010Sp013Sp016Sp017Sp018	0.06
Sp000Sp005Sp008Sp009Sp010Sp016Sp017Sp018	0.025
Sp005Sp008Sp009Sp010Sp016Sp017Sp018	0.08
Sp005Sp009Sp010Sp016Sp017Sp018	0.005
Sp005Sp009Sp016Sp017Sp018	0.005
Sp005Sp009Sp017Sp018	0.005
Sp005Sp009Sp018	0.005
Sp005Sp009	0.065
Sp005Sp015Sp017	0.17
Sp004Sp006Sp007Sp014	0.05
Sp000Sp005Sp008Sp009Sp010Sp013Sp015Sp016Sp017Sp018	0.15
Sp000Sp008Sp009Sp010Sp013Sp016Sp018	0.105
Sp008Sp009Sp010Sp013Sp016Sp018	0.12
Sp009Sp010Sp013	0.11
Sp009Sp013	0.03
Sp000Sp008Sp009Sp010Sp016Sp018	0.08
Sp010Sp012Sp013Sp014	0.01
Sp008Sp015	0.1
Sp008Sp015Sp016	0.1
Sp005Sp008Sp015Sp016Sp018	0.04
Sp000Sp001Sp002Sp003Sp004Sp006Sp007Sp009Sp011Sp019	0.005
Sp000Sp001Sp002Sp003Sp004Sp006Sp007Sp011Sp019	0.345
Sp001Sp002Sp003Sp004Sp007Sp011Sp019	0.025
Sp002Sp003Sp004Sp007Sp011Sp019	0.01
Sp003Sp004Sp007Sp011Sp019	0.02
Sp004Sp007Sp011Sp019	0.02
Sp007Sp011Sp019	0.02
Sp011Sp019	0.06
Sp008Sp009Sp010Sp015Sp016Sp018	0.03
Sp005Sp008Sp009Sp010Sp015Sp016Sp017Sp018	0.135
Sp000Sp001Sp002Sp003Sp011Sp019	0.075
Sp000Sp007	0.02
Sp000Sp004Sp007	0.015
Sp001Sp002Sp003Sp006Sp011Sp019	0.075
Sp001Sp002Sp003Sp006Sp011Sp014Sp019	0.04
Sp005Sp008Sp009Sp010Sp012Sp013Sp015Sp016Sp017Sp018	0.04
Sp005Sp015	0.055
Sp008Sp009Sp010Sp012Sp013Sp016Sp018	0.055
Sp008Sp009Sp010Sp016Sp018	0.125
Sp008Sp010Sp016Sp018	0.03
Sp010Sp016Sp018	0.055
Sp016Sp018	0.08
Sp001Sp003Sp004Sp006Sp007Sp011Sp019	0.065
Sp005Sp012Sp013Sp014Sp015Sp017	0.045
Sp009Sp010Sp016Sp018	0.04
Sp000Sp001	0.03
Sp000Sp001Sp003	0.015
Sp000Sp001Sp003Sp011	0.01
Sp002Sp009	0.025
Sp002Sp005Sp009	0.01
Sp002Sp005Sp009Sp013	0.005
Sp000Sp001Sp002Sp003Sp005Sp009Sp011Sp013	0.01
Sp004Sp006	0.1
Sp004Sp006Sp007Sp012	0.12
Sp004Sp006Sp007Sp012Sp014Sp019	0.01
Sp000Sp001Sp002Sp003Sp005Sp009Sp010Sp011Sp013Sp017	0.015
Sp000Sp001Sp002Sp003Sp005Sp009Sp011Sp013Sp017	0.01
Sp008Sp009Sp010Sp016Sp017Sp018	0.035
Sp009Sp010Sp016Sp017Sp018	0.03
Sp010Sp016Sp017Sp018	0.035
Sp010Sp017Sp018	0.01
Sp010Sp018	0.03
Sp006Sp007Sp012	0.06
Sp004Sp014	0.02
Sp000Sp002	0.065
Sp000Sp002Sp008Sp009Sp010Sp013Sp016Sp018	0.075
Sp001Sp003Sp005Sp011Sp015Sp017Sp019	0.025
Sp001Sp003Sp005Sp011Sp017	0.03
Sp012Sp013Sp014Sp015	0.015
Sp016Sp017Sp018	0.065
Sp017Sp018	0.065
Sp005Sp008Sp009Sp010Sp013Sp015Sp016Sp017Sp018	0.14
Sp008Sp010	0.06
Sp004Sp006Sp007Sp019	0.095
Sp009Sp010Sp012Sp013Sp014	0.025
Sp008Sp009Sp010Sp012Sp013Sp014Sp015Sp016Sp018	0.03
Sp000Sp001Sp002Sp003Sp011	0.03
Sp004Sp006Sp007Sp012Sp015Sp019	0.005
Sp005Sp008Sp009Sp010Sp013Sp016Sp017Sp018	0.06
Sp005Sp009Sp010Sp013Sp017	0.045
Sp010Sp013	0.08
Sp005Sp009Sp010Sp013	0.005
Sp000Sp009	0.07
Sp000Sp009Sp016	0.01
