split	value
Sp018	100
Sp017	100
Sp015	100
Sp001	100
Sp010	100
Sp004	100
Sp006	100
Sp003	100
Sp008	100
Sp016	100
Sp007	100
Sp013	100
Sp011	100
Sp014	100
Sp009	100
Sp005	100
Sp012	100
Sp002	100
Sp019	100
Sp000	100
Sp015Sp017	1.0
Sp015Sp017Sp018	1.0
Sp004Sp010	1.0
Sp007Sp016	0.3
Sp011Sp013	0.53
Sp005Sp009	0.99
Sp005Sp009Sp014	0.175
Sp005Sp009Sp011Sp013Sp014	0.245
Sp005Sp007Sp009Sp011Sp013Sp014Sp016	0.545
Sp002Sp012	0.46
Sp002Sp005Sp007Sp009Sp011Sp012Sp013Sp014Sp016	1.0
Sp000Sp001Sp003Sp004Sp006Sp010Sp015Sp017Sp018Sp019	0.07
Sp000Sp001Sp004Sp006Sp010Sp015Sp017Sp018Sp019	1.0
Sp000Sp001Sp004Sp010Sp015Sp017Sp018Sp019	0.825
Sp000Sp019	0.84
Sp001Sp004Sp010Sp015Sp017Sp018	0.84
Sp001Sp015Sp017Sp018	0.7
Sp003Sp008	0.93
Sp013Sp014	0.29
Sp007Sp013Sp014	0.155
Sp005Sp007Sp009Sp013Sp014	0.27
Sp005Sp007Sp009Sp011Sp013Sp014	0.53
Sp005Sp009Sp013	0.095
Sp005Sp009Sp013Sp014	0.21
Sp002Sp005Sp007Sp009Sp011Sp013Sp014	0.305
Sp002Sp005Sp007Sp009Sp011Sp013Sp014Sp016	0.36
Sp007Sp013	0.025
Sp005Sp007Sp009Sp013Sp014Sp016	0.11
Sp004Sp010Sp015Sp017Sp018	0.155
Sp005Sp007Sp009Sp014	0.2
Sp002Sp005Sp007Sp009Sp011Sp012Sp013Sp014	0.16
Sp001Sp006	0.16
Sp007Sp014	0.22
Sp007Sp011Sp013Sp014	0.07
Sp000Sp001Sp004Sp006Sp010Sp015Sp017Sp018	0.16
Sp001Sp004Sp006Sp010Sp015Sp017Sp018	0.165
Sp001Sp006Sp015Sp017Sp018	0.145
Sp005Sp007Sp009	0.05
Sp005Sp007Sp009Sp014Sp016	0.015
Sp005Sp009Sp011Sp013	0.05
Sp002Sp005Sp009Sp013Sp014	0.065
Sp002Sp005Sp007Sp009Sp013Sp014Sp016	0.045
Sp002Sp013Sp014	0.025
Sp002Sp005Sp009Sp011Sp013Sp014	0.1
Sp011Sp013Sp014	0.105
Sp005Sp009Sp011	0.005
Sp002Sp013	0.04
Sp002Sp005Sp007Sp009Sp013Sp014	0.045
Sp002Sp014	0.065
Sp005Sp007Sp009Sp011Sp013	0.04
Sp009Sp013	0.01
Sp007Sp011Sp013	0.025
Sp007Sp011	0.005
Sp002Sp007Sp013Sp014	0.01
Sp005Sp007Sp009Sp013	0.02
Sp002Sp005Sp009Sp011Sp012Sp013Sp014	0.015
Sp000Sp001Sp004Sp010Sp015Sp017Sp018	0.01
Sp005Sp007Sp009Sp011Sp013Sp016	0.005
Sp002Sp005Sp007Sp009Sp012Sp013Sp014Sp016	0.005
Sp002Sp011Sp013Sp014	0.005
Sp005Sp007Sp009Sp013Sp016	0.005
