split	value
Sp016	100
Sp007	100
Sp008	100
Sp003	100
Sp012	100
Sp017	100
Sp018	100
Sp015	100
Sp010	100
Sp004	100
Sp019	100
Sp000	100
Sp006	100
Sp001	100
Sp009	100
Sp005	100
Sp014	100
Sp002	100
Sp013	100
Sp011	100
Sp007Sp016	0.92
Sp003Sp008	0.905
Sp015Sp018	0.895
Sp015Sp017Sp018	1.0
Sp010Sp015Sp017Sp018	1.0
Sp004Sp010Sp015Sp017Sp018	1.0
Sp000Sp019	0.98
Sp000Sp004Sp010Sp015Sp017Sp018Sp019	0.87
Sp001Sp006	1.0
Sp000Sp001Sp004Sp006Sp010Sp015Sp017Sp018Sp019	0.775
Sp002Sp003Sp005Sp007Sp008Sp009Sp011Sp013Sp014Sp016	100
Sp002Sp005Sp007Sp009Sp011Sp013Sp014Sp016	0.75
Sp002Sp005Sp009Sp011Sp013Sp014	0.375
Sp005Sp009	1.0
Sp002Sp014	0.26
Sp002Sp005Sp009Sp014	0.09
Sp011Sp013	0.845
Sp000Sp001Sp006Sp019	0.13
Sp002Sp005Sp007Sp009Sp011Sp012Sp013Sp014Sp016	0.485
Sp002Sp005Sp007Sp009Sp011Sp012Sp013Sp014	0.03
Sp002Sp005Sp009Sp011Sp012Sp013Sp014	0.115
Sp002Sp011Sp012Sp013Sp014	0.025
Sp002Sp012	0.23
Sp002Sp012Sp014	0.1
Sp005Sp007Sp009Sp011Sp013Sp014Sp016	0.45
Sp005Sp007Sp009Sp016	0.205
Sp005Sp007Sp009Sp011Sp013Sp016	0.205
Sp005Sp009Sp011Sp013	0.33
Sp005Sp007Sp009Sp014Sp016	0.25
Sp015Sp017	0.105
Sp001Sp006Sp012	0.115
Sp002Sp005Sp009Sp011Sp013	0.045
Sp002Sp013	0.125
Sp005Sp009Sp011	0.045
Sp005Sp009Sp011Sp013Sp014	0.02
Sp005Sp009Sp014	0.105
Sp005Sp007Sp009Sp011Sp014Sp016	0.045
Sp007Sp014Sp016	0.135
Sp001Sp003Sp006	0.065
Sp002Sp005Sp007Sp008Sp009Sp011Sp012Sp013Sp014Sp016	0.065
Sp004Sp010Sp012Sp015Sp017Sp018	0.01
Sp000Sp001Sp003Sp006Sp019	0.025
Sp000Sp001Sp003Sp006Sp008Sp019	0.045
Sp007Sp011Sp013Sp016	0.015
Sp002Sp011Sp013	0.065
Sp002Sp013Sp014	0.03
Sp000Sp004Sp010Sp015Sp017Sp018	0.02
Sp003Sp008Sp016	0.01
Sp002Sp005Sp007Sp009Sp011Sp013Sp014	0.045
Sp002Sp005Sp009Sp012Sp014	0.01
Sp003Sp005Sp007Sp008Sp009Sp011Sp013Sp016	0.01
Sp003Sp007Sp008Sp016	0.01
Sp005Sp009Sp011Sp014	0.015
Sp002Sp011Sp013Sp014	0.03
Sp002Sp005Sp009Sp013Sp014	0.02
Sp003Sp005Sp007Sp008Sp009Sp011Sp013Sp014Sp016	0.01
Sp011Sp014	0.005
Sp005Sp007Sp009Sp011Sp016	0.005
Sp002Sp005Sp009	0.01
Sp000Sp003Sp004Sp008Sp010Sp015Sp017Sp018Sp019	0.005
Sp001Sp003Sp006Sp008	0.005
Sp002Sp012Sp013	0.005
Sp002Sp011Sp012Sp013	0.005
