split	value
Sp008	100
Sp012	100
Sp004	100
Sp013	100
Sp009	100
Sp003	100
Sp015	100
Sp016	100
Sp014	100
Sp018	100
Sp017	100
Sp019	100
Sp007	100
Sp006	100
Sp005	100
Sp002	100
Sp000	100
Sp010	100
Sp001	100
Sp011	100
Sp004Sp012	0.845
Sp003Sp009	0.895
Sp003Sp009Sp013	0.765
Sp003Sp004Sp009Sp012Sp013	0.895
Sp014Sp016	0.665
Sp014Sp015Sp016	0.945
Sp017Sp018	1.0
Sp005Sp006	0.985
Sp005Sp006Sp007	1.0
Sp005Sp006Sp007Sp019	0.895
Sp005Sp006Sp007Sp017Sp018Sp019	0.195
Sp005Sp006Sp007Sp014Sp015Sp016Sp017Sp018Sp019	0.41
Sp000Sp001Sp003Sp004Sp008Sp009Sp010Sp011Sp012Sp013	1.0
Sp000Sp001Sp008Sp010Sp011	0.815
Sp001Sp008Sp010Sp011	0.765
Sp001Sp010Sp011	0.54
Sp001Sp010	0.355
Sp014Sp015	0.335
Sp003Sp004Sp009Sp012	0.055
Sp005Sp006Sp007Sp014Sp015Sp016Sp019	0.75
Sp002Sp017Sp018	0.58
Sp001Sp008Sp010	0.215
Sp008Sp010	0.19
Sp003Sp009Sp012	0.14
Sp003Sp009Sp012Sp013	0.155
Sp001Sp008	0.045
Sp006Sp007	0.015
Sp000Sp001	0.07
Sp000Sp001Sp003Sp004Sp008Sp009Sp010Sp012Sp013	0.025
Sp000Sp001Sp008Sp010	0.04
Sp008Sp010Sp011	0.085
Sp010Sp011	0.32
Sp000Sp001Sp010Sp011	0.155
Sp002Sp005Sp006Sp007Sp017Sp018Sp019	0.035
Sp005Sp006Sp007Sp016Sp019	0.05
Sp003Sp004Sp012	0.005
Sp009Sp013	0.05
Sp001Sp011	0.02
Sp003Sp013	0.045
Sp000Sp003Sp004Sp009Sp012Sp013	0.145
Sp005Sp006Sp007Sp016	0.01
Sp000Sp001Sp010	0.08
Sp009Sp012	0.005
Sp000Sp010	0.04
Sp000Sp010Sp011	0.015
Sp017Sp018Sp019	0.035
Sp005Sp006Sp007Sp014Sp015Sp016	0.075
Sp000Sp003Sp009Sp013	0.055
Sp000Sp001Sp003Sp008Sp009Sp010Sp011Sp012Sp013	0.005
Sp004Sp008	0.005
Sp000Sp001Sp003Sp009Sp010Sp011Sp012Sp013	0.005
Sp000Sp001Sp003Sp004Sp009Sp010Sp011Sp012Sp013	0.025
Sp000Sp001Sp008	0.005
Sp004Sp012Sp013	0.03
Sp000Sp001Sp004Sp008Sp010Sp011Sp012Sp013	0.005
Sp000Sp001Sp003Sp004Sp008Sp009Sp010Sp011Sp012	0.005
Sp000Sp001Sp004Sp008Sp009Sp010Sp011Sp012	0.005
Sp000Sp001Sp004Sp008Sp010Sp011Sp012	0.015
Sp002Sp017Sp018Sp019	0.005
Sp000Sp008	0.01
Sp000Sp008Sp010	0.015
Sp000Sp001Sp004Sp008Sp010Sp011	0.005
Sp000Sp001Sp003Sp008Sp009Sp010Sp011	0.005
Sp004Sp008Sp012	0.005
Sp003Sp004Sp008Sp009Sp012Sp013	0.01
Sp016Sp019	0.005
Sp000Sp001Sp003Sp009Sp010Sp011Sp013	0.005
Sp000Sp001Sp003Sp008Sp009Sp010Sp011Sp013	0.005
Sp002Sp014Sp015Sp016Sp017Sp018	0.005
Sp000Sp001Sp003Sp004Sp009Sp010Sp012Sp013	0.005
Sp014Sp015Sp016Sp019	0.005
