split	value
Sp019	100
Sp018	100
Sp011	100
Sp003	100
Sp002	100
Sp010	100
Sp009	100
Sp017	100
Sp004	100
Sp016	100
Sp013	100
Sp014	100
Sp008	100
Sp012	100
Sp005	100
Sp007	100
Sp006	100
Sp001	100
Sp015	100
Sp000	100
Sp018Sp019	1.0
Sp003Sp011	0.3
Sp002Sp003Sp011	1.0
Sp002Sp003Sp011Sp018Sp019	0.935
Sp009Sp010	1.0
Sp004Sp017	0.935
Sp004Sp009Sp010Sp017	0.67
Sp008Sp014	0.725
Sp005Sp012	0.38
Sp005Sp008Sp012Sp014	1.0
Sp005Sp008Sp012Sp013Sp014	0.97
Sp006Sp007	1.0
Sp001Sp006Sp007	0.99
Sp001Sp005Sp006Sp007Sp008Sp012Sp013Sp014	0.205
Sp001Sp005Sp006Sp007Sp008Sp012Sp013Sp014Sp016	0.61
Sp000Sp002Sp003Sp011Sp015Sp018Sp019	0.69
Sp000Sp015	0.925
Sp002Sp003	0.68
Sp012Sp014	0.26
Sp008Sp012Sp014	0.525
Sp001Sp006Sp007Sp016	0.685
Sp000Sp004Sp009Sp010Sp015Sp017	0.135
Sp005Sp012Sp014	0.105
Sp004Sp005Sp008Sp012Sp013Sp014Sp017	0.225
Sp004Sp005Sp008Sp009Sp010Sp012Sp013Sp014Sp017	0.28
Sp000Sp002Sp003Sp004Sp011Sp015Sp017Sp018Sp019	0.03
Sp002Sp011	0.02
Sp016Sp018Sp019	0.005
Sp000Sp004Sp009Sp010Sp015Sp016Sp017Sp018Sp019	0.02
Sp000Sp015Sp016Sp018Sp019	0.005
Sp005Sp008Sp009Sp010Sp012Sp013Sp014	0.04
Sp001Sp002Sp003Sp006Sp007Sp011Sp016Sp018Sp019	0.05
Sp005Sp008Sp012Sp013Sp014Sp016	0.065
Sp000Sp002Sp003Sp009Sp010Sp011Sp015Sp018Sp019	0.025
Sp000Sp004Sp009Sp010Sp015Sp017Sp018Sp019	0.045
Sp002Sp003Sp011Sp016Sp018Sp019	0.005
Sp013Sp017	0.005
Sp001Sp005Sp006Sp007Sp008Sp012Sp014	0.03
Sp001Sp004Sp005Sp006Sp007Sp008Sp012Sp014	0.005
Sp000Sp002Sp003Sp011Sp013Sp015Sp016Sp017Sp018Sp019	0.005
Sp000Sp002Sp003Sp011Sp015Sp016Sp018Sp019	0.01
Sp004Sp009Sp010	0.045
Sp001Sp005Sp008Sp012Sp014	0.01
Sp001Sp005Sp006Sp007Sp008Sp012Sp014Sp016	0.025
Sp000Sp002Sp003Sp011Sp013Sp015Sp017Sp018Sp019	0.005
Sp000Sp013Sp015Sp017	0.005
Sp013Sp015	0.02
Sp000Sp013Sp015	0.025
Sp002Sp003Sp004Sp009Sp010Sp011Sp017Sp018Sp019	0.015
Sp000Sp002Sp003Sp004Sp009Sp010Sp011Sp017Sp018Sp019	0.045
Sp005Sp008Sp012Sp013Sp014Sp015	0.03
Sp000Sp002Sp003Sp011Sp018Sp019	0.045
Sp004Sp005Sp008Sp012Sp013Sp014	0.015
Sp000Sp002Sp003Sp009Sp010Sp011Sp015Sp017Sp018Sp019	0.005
Sp000Sp002Sp003Sp011Sp015Sp017Sp018Sp019	0.005
Sp000Sp004Sp009Sp010Sp013Sp015Sp017	0.015
Sp001Sp002Sp003Sp006Sp007Sp011	0.01
Sp000Sp015Sp018Sp019	0.025
Sp001Sp002Sp003Sp006Sp007Sp011Sp016	0.005
Sp004Sp005Sp008Sp012Sp013Sp014Sp015Sp017	0.005
Sp000Sp002Sp003Sp009Sp010Sp011Sp018Sp019	0.005
Sp015Sp016	0.015
Sp004Sp005Sp008Sp009Sp010Sp012Sp013Sp014	0.005
Sp000Sp002Sp003Sp004Sp009Sp010Sp011Sp013Sp015Sp017	0.005
Sp000Sp002Sp003Sp011Sp013Sp015Sp018Sp019	0.005
Sp000Sp009Sp010Sp015	0.005
Sp000Sp004Sp009Sp010Sp015Sp016Sp017	0.005
Sp005Sp008Sp014	0.005
