split	value
Sp003	100
Sp014	100
Sp013	100
Sp012	100
Sp009	100
Sp004	100
Sp011	100
Sp010	100
Sp008	100
Sp002	100
Sp000	100
Sp001	100
Sp006	100
Sp005	100
Sp007	100
Sp013Sp014	1.0
Sp012Sp013Sp014	1.0
Sp009Sp012Sp013Sp014	1.0
Sp004Sp009Sp012Sp013Sp014	1.0
Sp010Sp011	1.0
Sp002Sp008	0.58
Sp000Sp002Sp008	1.0
Sp000Sp002Sp008Sp010Sp011	1.0
Sp001Sp003Sp005Sp006Sp007	1.0
Sp001Sp005Sp006Sp007	0.995
Sp005Sp006Sp007	0.995
Sp005Sp006	0.13
Sp005Sp007	0.63
Sp000Sp002	0.12
Sp000Sp008	0.3
Sp006Sp007	0.24
Sp001Sp005Sp007	0.005
Sp001Sp003	0.005
