split	value
Sp003	100
Sp013	100
Sp012	100
Sp016	100
Sp008	100
Sp009	100
Sp007	100
Sp006	100
Sp015	100
Sp011	100
Sp005	100
Sp014	100
Sp010	100
Sp004	100
Sp002	100
Sp019	100
Sp018	100
Sp017	100
Sp001	100
Sp000	100
Sp006Sp007	0.14
Sp006Sp007Sp009	0.015
Sp006Sp007Sp008Sp009	0.08
Sp006Sp007Sp008Sp009Sp016	0.01
Sp006Sp007Sp008Sp009Sp012Sp016	0.87
Sp006Sp007Sp008Sp009Sp012Sp013Sp016	1.0
Sp010Sp014	0.245
Sp002Sp004	0.51
Sp002Sp004Sp010Sp014	0.01
Sp002Sp004Sp005Sp010Sp014	0.065
Sp002Sp004Sp005Sp010Sp011Sp014	0.09
Sp002Sp004Sp005Sp010Sp011Sp014Sp015	0.995
Sp000Sp001Sp003Sp017Sp018Sp019	0.73
Sp000Sp001Sp017Sp018Sp019	1.0
Sp018Sp019	0.605
Sp000Sp001	1.0
Sp000Sp001Sp017	0.73
Sp007Sp012	0.595
Sp008Sp009	0.845
Sp006Sp008Sp009	0.25
Sp006Sp007Sp008Sp009Sp012	0.92
Sp006Sp007Sp008Sp009Sp012Sp013	0.03
Sp011Sp015	0.345
Sp011Sp014Sp015	0.075
Sp010Sp011Sp014Sp015	0.655
Sp002Sp004Sp005	0.96
Sp006Sp012	0.1
Sp006Sp007Sp012	0.465
Sp010Sp011Sp014	0.23
Sp010Sp015	0.075
Sp010Sp011Sp015	0.465
Sp000Sp001Sp019	0.27
Sp000Sp001Sp017Sp019	0.375
Sp013Sp016	0.1
Sp002Sp003Sp004Sp005Sp010Sp011Sp014Sp015	0.215
Sp002Sp005	0.355
Sp002Sp004Sp005Sp014	0.22
Sp009Sp012	0.055
Sp008Sp009Sp012	0.065
Sp007Sp008Sp009Sp012	0.105
Sp006Sp016	0.015
Sp002Sp004Sp010Sp011Sp014Sp015	0.005
Sp007Sp008Sp009	0.025
Sp014Sp015	0.015
Sp010Sp014Sp015	0.06
Sp006Sp008Sp009Sp012	0.09
Sp011Sp014	0.1
Sp004Sp005	0.13
Sp010Sp011	0.305
Sp006Sp009	0.07
Sp006Sp007Sp009Sp012	0.06
Sp003Sp006Sp007Sp008Sp009Sp012Sp013Sp016	0.055
Sp006Sp009Sp012	0.015
Sp002Sp004Sp014	0.015
Sp006Sp008Sp009Sp016	0.03
Sp000Sp001Sp018Sp019	0.01
Sp002Sp004Sp005Sp011	0.005
Sp002Sp004Sp005Sp010Sp011	0.005
Sp008Sp016	0.005
Sp017Sp018	0.01
Sp007Sp009Sp012	0.015
Sp002Sp004Sp005Sp010Sp014Sp015	0.01
Sp006Sp007Sp012Sp016	0.02
Sp002Sp004Sp005Sp011Sp014Sp015	0.025
Sp007Sp009	0.005
Sp002Sp004Sp005Sp014Sp015	0.005
Sp002Sp014	0.005
Sp002Sp005Sp014	0.01
Sp002Sp004Sp005Sp011Sp014	0.005
Sp000Sp001Sp002Sp003Sp004Sp005Sp017Sp018Sp019	0.005
Sp006Sp008Sp009Sp012Sp016	0.005
