split	value
Sp005	100
Sp008	100
Sp003	100
Sp013	100
Sp017	100
Sp014	100
Sp011	100
Sp016	100
Sp010	100
Sp009	100
Sp019	100
Sp018	100
Sp015	100
Sp007	100
Sp006	100
Sp012	100
Sp002	100
Sp004	100
Sp001	100
Sp000	0.505
Sp003Sp008	1.0
Sp011Sp014	0.525
Sp010Sp016	1.0
Sp018Sp019	1.0
Sp006Sp007	1.0
Sp006Sp007Sp015	0.945
Sp002Sp012	1.0
Sp001Sp004	0.85
Sp001Sp002Sp004Sp012	0.965
Sp001Sp002Sp004Sp006Sp007Sp012Sp015	0.2
Sp001Sp002Sp004Sp006Sp007Sp012Sp015Sp018Sp019	0.835
Sp000Sp003Sp005Sp008Sp010Sp011Sp013Sp014Sp016Sp017	1.0
Sp000Sp003Sp005Sp008Sp011Sp013Sp014Sp017	0.945
Sp000Sp003Sp005Sp008Sp013Sp017	0.99
Sp000Sp003Sp005Sp008Sp013	0.895
Sp000Sp003Sp005Sp008	0.43
Sp000Sp005	0.6
Sp006Sp007Sp015Sp018Sp019	0.75
Sp001Sp002Sp012	0.145
Sp001Sp002Sp004Sp009Sp012	0.045
Sp000Sp003Sp005Sp008Sp011Sp013Sp017	0.475
Sp000Sp005Sp013	0.23
Sp000Sp013	0.39
Sp000Sp003Sp005Sp008Sp017	0.09
Sp009Sp018Sp019	0.01
Sp006Sp007Sp009Sp015Sp018Sp019	0.07
Sp003Sp005Sp008	0.165
Sp003Sp008Sp013	0.18
Sp001Sp002Sp004Sp006Sp007Sp009Sp012Sp015	0.02
Sp000Sp003Sp005Sp008Sp010Sp011Sp013Sp016Sp017	0.015
Sp010Sp014Sp016	0.04
Sp001Sp002Sp004Sp006Sp007Sp012	0.03
Sp013Sp017	0.015
Sp015Sp018Sp019	0.015
Sp002Sp006Sp007Sp012	0.035
Sp001Sp002Sp004Sp006Sp007Sp012Sp018Sp019	0.005
Sp006Sp007Sp018Sp019	0.005
Sp002Sp006Sp007Sp012Sp015	0.02
Sp002Sp006Sp007Sp012Sp015Sp018Sp019	0.02
Sp002Sp006Sp007Sp009Sp012Sp015Sp018Sp019	0.015
Sp001Sp002Sp004Sp006Sp007Sp009Sp012	0.01
Sp002Sp004Sp012	0.005
Sp000Sp003Sp005Sp008Sp011Sp013Sp014	0.01
Sp000Sp003Sp008Sp013	0.005
Sp001Sp002Sp004Sp006Sp007Sp009Sp012Sp018Sp019	0.005
