split	value
Sp016	0.505
Sp001	100
Sp005	100
Sp010	100
Sp012	100
Sp015	100
Sp004	100
Sp002	100
Sp018	100
Sp008	100
Sp017	100
Sp014	100
Sp007	100
Sp013	100
Sp009	100
Sp011	100
Sp006	100
Sp003	100
Sp019	100
Sp000	100
Sp004Sp015	0.97
Sp002Sp004Sp015	0.895
Sp002Sp004Sp012Sp015	0.12
Sp002Sp004Sp010Sp012Sp015	0.15
Sp008Sp018	0.9
Sp014Sp017	0.19
Sp009Sp013	1.0
Sp006Sp011	0.47
Sp006Sp009Sp011Sp013	0.37
Sp003Sp006Sp009Sp011Sp013	0.1
Sp000Sp019	0.62
Sp000Sp003Sp006Sp009Sp011Sp013Sp019	0.095
Sp000Sp003Sp006Sp007Sp009Sp011Sp013Sp019	0.25
Sp001Sp002Sp004Sp005Sp008Sp010Sp012Sp015Sp016Sp018	0.205
Sp001Sp002Sp004Sp005Sp010Sp012Sp015Sp016	0.415
Sp001Sp005Sp016	0.14
Sp001Sp016	0.145
Sp005Sp010	0.285
Sp007Sp017	0.16
Sp003Sp009Sp013	0.125
Sp011Sp019	0.205
Sp000Sp011Sp019	0.14
Sp000Sp006Sp011Sp019	0.13
Sp000Sp003Sp006Sp007Sp009Sp011Sp013Sp017Sp019	0.22
Sp001Sp002Sp004Sp012Sp015Sp016	0.13
Sp002Sp004Sp010Sp015	0.185
Sp005Sp014	0.095
Sp009Sp013Sp017	0.05
Sp003Sp007	0.03
Sp003Sp007Sp009Sp013Sp017	0.025
Sp001Sp002Sp004Sp005Sp010Sp012Sp014Sp015Sp016	0.43
Sp001Sp002Sp004Sp010Sp012Sp015Sp016	0.125
Sp012Sp014	0.165
Sp005Sp012Sp014	0.05
Sp001Sp005Sp012Sp014	0.01
Sp006Sp009Sp011Sp013Sp017	0.075
Sp006Sp008Sp009Sp011Sp013Sp017Sp018	0.01
Sp000Sp007Sp019	0.01
Sp000Sp003Sp007Sp019	0.005
Sp001Sp005Sp012Sp014Sp016	0.055
Sp001Sp002Sp004Sp015	0.59
Sp001Sp002Sp004Sp012Sp015	0.08
Sp006Sp009Sp011Sp013Sp014Sp017	0.02
Sp006Sp007Sp009Sp011Sp013Sp014Sp017	0.085
Sp000Sp006Sp007Sp009Sp011Sp013Sp014Sp017Sp019	0.065
Sp005Sp010Sp016	0.035
Sp010Sp012	0.195
Sp005Sp010Sp012Sp014	0.035
Sp006Sp017	0.045
Sp006Sp009Sp013Sp017	0.05
Sp006Sp007Sp009Sp013Sp017	0.085
Sp000Sp006Sp007Sp009Sp011Sp013Sp017Sp019	0.115
Sp001Sp002Sp004Sp015Sp016	0.315
Sp004Sp012Sp015	0.01
Sp008Sp017Sp018	0.17
