split	value
Sp019	100
Sp018	100
Sp017	100
Sp016	100
Sp015	100
Sp014	100
Sp013	100
Sp012	100
Sp011	100
Sp010	100
Sp009	100
Sp008	100
Sp007	100
Sp006	100
Sp005	100
Sp004	100
Sp003	100
Sp002	100
Sp001	100
Sp000	100
Sp018Sp019	1.0
Sp017Sp018Sp019	1.0
Sp016Sp017Sp018Sp019	1.0
Sp015Sp016Sp017Sp018Sp019	1.0
Sp014Sp015Sp016Sp017Sp018Sp019	1.0
Sp013Sp014Sp015Sp016Sp017Sp018Sp019	1.0
Sp012Sp013Sp014Sp015Sp016Sp017Sp018Sp019	1.0
Sp011Sp012Sp013Sp014Sp015Sp016Sp017Sp018Sp019	1.0
Sp000Sp001Sp002Sp003Sp004Sp005Sp006Sp007Sp008Sp009	1.0
Sp000Sp001Sp002Sp003Sp004Sp005Sp006Sp007Sp008	0.425
Sp000Sp001Sp002Sp003Sp004Sp005Sp006Sp007	0.895
Sp000Sp001Sp002Sp003Sp004Sp005Sp006	0.045
Sp000Sp001Sp002Sp003Sp004Sp005	0.045
Sp000Sp001Sp002Sp003Sp004	0.045
Sp000Sp001Sp002Sp003	0.045
Sp000Sp001Sp002	0.045
Sp000Sp001	0.045
Sp008Sp009	0.575
Sp007Sp008Sp009	0.105
Sp006Sp007Sp008Sp009	0.105
Sp005Sp006Sp007Sp008Sp009	0.105
Sp004Sp005Sp006Sp007Sp008Sp009	0.105
Sp003Sp004Sp005Sp006Sp007Sp008Sp009	0.105
Sp002Sp003Sp004Sp005Sp006Sp007Sp008Sp009	0.105
Sp001Sp002Sp003Sp004Sp005Sp006Sp007Sp008Sp009	0.105
Sp006Sp007	0.85
Sp005Sp006Sp007	0.85
Sp004Sp005Sp006Sp007	0.85
Sp003Sp004Sp005Sp006Sp007	0.85
Sp002Sp003Sp004Sp005Sp006Sp007	0.85
Sp001Sp002Sp003Sp004Sp005Sp006Sp007	0.85
