split	value
Sp002	0.505
Sp006	100
Sp009	100
Sp008	100
Sp010	100
Sp011	100
Sp005	100
Sp004	100
Sp003	100
Sp007	100
Sp001	100
Sp000	100
Sp005Sp011	1.0
Sp005Sp010Sp011	100
Sp005Sp008Sp010Sp011	0.99
Sp005Sp008Sp009Sp010Sp011	0.775
Sp000Sp001	1.0
Sp000Sp001Sp007	0.17
Sp000Sp001Sp003Sp007	0.28
Sp000Sp001Sp003Sp004Sp007	1.0
Sp002Sp006	0.855
Sp003Sp004	0.145
Sp003Sp004Sp007	0.58
Sp004Sp007	0.38
Sp005Sp008Sp011	0.41
Sp003Sp007	0.335
Sp002Sp006Sp009	0.125
Sp000Sp001Sp003	0.08
Sp000Sp001Sp002Sp003Sp004Sp007	0.045
Sp008Sp010	0.09
Sp002Sp005Sp006Sp008Sp010Sp011	0.09
Sp002Sp005Sp008Sp009Sp010Sp011	0.07
Sp000Sp001Sp004Sp007	0.025
Sp002Sp009	0.015
Sp006Sp009	0.015
Sp002Sp005Sp008Sp010Sp011	0.005
Sp000Sp001Sp004	0.005
Sp005Sp006Sp008Sp010Sp011	0.005
Sp008Sp009	0.005
Sp009Sp010	0.005
